"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free of charge street parking","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,"true",,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Alsancak, Talatpaşa Blv No:48 Kat 4 Daire 4, 35220 Konak/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","5886389385561744723","Konak","false","TR","0x14bbd9c245db7feb:0x51b0a7f57009a553",,"https://lh5.googleusercontent.com/p/AF1QipMtKakRCOASvwaLGsnAI5g38YOLmPT32_d5-NtO=w408-h409-k-no","3","false","/g/11q2qq_tf5","38.4352112","27.1441212","Alsancak",,,,,,,,,,,,,,,"false",,,"ChIJ63_bRcLZuxQRU6UJcPWnsFE","35220",,"9","2",,,,,,"2024-12-13T09:44:50.207Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.60035884999998,26.323103111562148,13z?hl=en","diş hekimleri","İzmir","Talatpaşa Blv No:48 Kat 4 Daire 4",,"false","Dt. Didem Selçuk, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Didem%20Sel%C3%A7uk%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJ63_bRcLZuxQRU6UJcPWnsFE","https://www.doktortakvimi.com/didem-selcuk/dis-hekimi/izmir?utm_source=google&utm_medium=gmb&utm_campaign=193522&utm_content=website"
,,"true",,,,,,,,,"true",,,,,,,,,,,"true",,,,,"true",,,,,,,,"true",,"true","Kuşçular, Kuşçular Sk. No:75 D:3, 35460 Urla/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","6735967483191801304","Urla","false","TR","0x14bb93bbe72190a5:0x5d7af6bcbe3ab5d8",,"https://lh5.googleusercontent.com/p/AF1QipPyU8TplNLRfOq8fARYy2CGCBs03vEMAHvH4hEN=w408-h272-k-no","10","false","/g/11w4tz0q66","38.2790776","26.741911","Kuşçular","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 232 759 00 75","+902327590075","ChIJpZAh57uTuxQR2LU6vrz2el0","35460",,"15","27",,,,,,"2024-12-13T09:44:50.091Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.281579933848874,26.457613796687195,13z?hl=en","diş hekimleri","İzmir","Kuşçular Sk. No:75 D:3",,"false","Denteda Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Denteda%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJpZAh57uTuxQR2LU6vrz2el0","https://www.denteda.com/"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,"true",,,,,,,,,,,"Mansuroğlu, 288/4. Sk No:14/14, 35530 Bayraklı/İzmir, Türkiye","Dentist","Dental implants periodontist","Periodontist",,,,,,,,"Dentist","15749631340531610061","Bayraklı","false","TR","0x14b96342e10552c5:0xda91ee4253bef1cd",,"https://lh5.googleusercontent.com/p/AF1QipOzMSMAM0jvaUZ0SJdXEfhgXaI9aMlos7bA5PMO=w408-h544-k-no","12","false","/g/11fdx5dd92","38.4512159","27.180723","Mansuroğlu","Monday","9:30 AM to 7 PM","Tuesday","9:30 AM to 7 PM","Wednesday","9:30 AM to 7 PM","Thursday","9:30 AM to 7 PM","Friday","9:30 AM to 7 PM","Saturday","Closed","Sunday","Closed","false","+90 232 503 94 92","+902325039492","ChIJxVIF4UJjuRQRzfG-U0Lukdo","35530",,"15","22",,,,,,"2024-12-13T09:44:50.207Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.60035884999998,26.323103111562148,13z?hl=en","diş hekimleri","İzmir","288/4. Sk No:14/14",,"false","Uzman Diş Hekimi Fatma Türktekin","4.9","https://www.google.com/maps/search/?api=1&query=Uzman%20Di%C5%9F%20Hekimi%20Fatma%20T%C3%BCrktekin&query_place_id=ChIJxVIF4UJjuRQRzfG-U0Lukdo","http://www.fatmaturktekin.com/"
"true",,,,,,,,,"true",,,,,,"false",,,,,"true",,,,"true",,,,,"true",,,"true",,,"true",,"true","Hacı İsa, 75. Yıl Cumhuriyet Cd. No:121 D:C, 35430 Urla/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","6468684850708851242","Urla","false","TR","0x14bb95e043118c11:0x59c562996273aa2a",,"https://lh5.googleusercontent.com/p/AF1QipN8Fvls9BBUpnXdoG80AVueDEKnjNr3VskI0CSX=w408-h545-k-no","69","false","/g/11rtyh4bss","38.3298259","26.7665342","Hacı İsa","Monday","10 AM to 6:30 PM","Tuesday","10 AM to 6:30 PM","Wednesday","10 AM to 6:30 PM","Thursday","10 AM to 6:30 PM","Friday","10 AM to 6:30 PM","Saturday","10 AM to 3:30 PM","Sunday","Closed","false","+90 542 150 92 39","+905421509239","ChIJEYwRQ-CVuxQRKqpzYplixVk","35430",,"16","43",,,,,,"2024-12-13T09:44:50.092Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.281579933848874,26.457613796687195,13z?hl=en","diş hekimleri","İzmir","75. Yıl Cumhuriyet Cd. No:121 D:C",,"false","Dt. Hayati Burçin Akbaş, Diş Hekimi","4.8","https://www.google.com/maps/search/?api=1&query=Dt.%20Hayati%20Bur%C3%A7in%20Akba%C5%9F%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJEYwRQ-CVuxQRKqpzYplixVk","http://www.doktortakvimi.com/hayati-burcin-akbas-2/dis-hekimi/izmir?utm_source=google&utm_medium=gmb&utm_campaign=260437&utm_content=post_book_now"
,,"true",,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Alsancak, Talatpaşa Bulvarı No:28 K 3, 35220 İzmir, Türkiye","Dentist","Prosthodontist",,,,,,,,,"Dentist","11253692030144487657","Konak","false","TR","0x14bbd9647f18b0d1:0x9c2d2546dc6820e9",,"https://lh5.googleusercontent.com/p/AF1QipPE-jTCNwuX_gGHvkkbRZACZ5aEwoVSV2pen_c3=w408-h306-k-no","7","false","/g/11q911771c","38.4346506","27.1429951","Alsancak","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","Closed","Sunday","Closed","false","+90 850 811 0306","+908508110306","ChIJ0bAYf2TZuxQR6SBo3EYlLZw","35220",,"17","6",,,,,,"2024-12-13T09:44:50.208Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.60035884999998,26.323103111562148,13z?hl=en","diş hekimleri","İzmir","Talatpaşa Bulvarı No:28 K 3",,"false","Dr. Dt. Tolga Bıçakcı, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dr.%20Dt.%20Tolga%20B%C4%B1%C3%A7akc%C4%B1%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJ0bAYf2TZuxQR6SBo3EYlLZw","https://www.doktortakvimi.com/tolga-bicakci/dis-hekimi-protetik-dis-tedavisi/izmir?utm_source=google&utm_medium=gmb&utm_campaign=152018&utm_content=website"
,,"true",,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,,"Hacı İsa, 75. Yıl Cumhuriyet Cd. No:31 K:1 D:2, 35430 Urla/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","3548977762074002039","Urla","false","TR","0x14bb93b4412b5575:0x31408078a82e8277",,"https://lh5.googleusercontent.com/p/AF1QipO5iLJXzVd0Lpah3gGfh5t0sHt-1p-Wad3itziA=w408-h483-k-no","8","false","/g/11y3s4f4t8","38.324917","26.7683155","Hacı İsa","Monday","10 AM to 10 PM","Tuesday","10 AM to 10 PM","Wednesday","10 AM to 10 PM","Thursday","10 AM to 10 PM","Friday","10 AM to 10 PM","Saturday","10 AM to 10 PM","Sunday","10 AM to 6 PM","false","+90 543 653 68 41","+905436536841","ChIJdVUrQbSTuxQRd4IuqHiAQDE","35430",,"17","21",,,,,,"2024-12-13T09:44:50.092Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.281579933848874,26.457613796687195,13z?hl=en","diş hekimleri","İzmir","75. Yıl Cumhuriyet Cd. No:31 K:1 D:2",,"false","Diş Hekimi Göktuğ LEVENT","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20G%C3%B6ktu%C4%9F%20LEVENT&query_place_id=ChIJdVUrQbSTuxQRd4IuqHiAQDE","http://goktuglevent.com/"
"true",,,,,,,,,"true",,,,,"true",,,,"true",,,,"true",,,,,,,,,,,,,,,,"Hacı İsa, 75. Yıl Cumhuriyet Cd. No:91 D:c, 35430 Urla/İzmir, Türkiye","Dentist","Doctor",,,,,,,,,"Dentist","2046846876940143442","Urla","false","TR","0x14bb949ddd3311a7:0x1c67dc63d1a28b52",,"https://lh5.googleusercontent.com/p/AF1QipMAnZjAMbTaQPA4OxKsUmzL848NzuzQFrZ_8CZR=w408-h863-k-no","15","false","/g/1pty6hc08","38.328247","26.766187","Hacı İsa","Monday","9:30 AM to 7 PM","Tuesday","9:30 AM to 7 PM","Wednesday","9:30 AM to 7 PM","Thursday","9:30 AM to 7 PM","Friday","9:30 AM to 7 PM","Saturday","9:30 AM to 5 PM","Sunday","Closed","false","+90 232 754 54 55","+902327545455","ChIJpxEz3Z2UuxQRUoui0WPcZxw","35430",,"18","188",,,,,,"2024-12-13T09:44:50.092Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.281579933848874,26.457613796687195,13z?hl=en","diş hekimleri","İzmir","75. Yıl Cumhuriyet Cd. No:91 D:c","Diş Hekimi Hasan Akkoca","false","Dr. Hasan Akkoca","4.9","https://www.google.com/maps/search/?api=1&query=Dr.%20Hasan%20Akkoca&query_place_id=ChIJpxEz3Z2UuxQRUoui0WPcZxw","https://lnk.bio/hasanakkoca"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,"İsmetpaşa, 8. Sk. No:39/A, 35980 Dikili/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","1797271007078872705","Dikili","false","TR","0x14ba13755e349993:0x18f13075660b7681",,"https://lh5.googleusercontent.com/p/AF1QipNEi9OSf6xLxaum2po6qmizBYxhZaKkgECamynW=w408-h240-k-no-pi-0-ya25.830006-ro-0-fo100","7","false","/g/11jsr4kr7n","39.0735372","26.8917455","İsmetpaşa","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 4 PM","Sunday","Closed","false","+90 501 062 14 11","+905010621411","ChIJk5k0XnUTuhQRgXYLZnUw8Rg","35980",,"1","55",,,,,,"2024-12-13T09:44:56.493Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.025397404868116,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","8. Sk. No:39/A",,"false","DİKİLİDENT AĞIZ ve DİŞ SAĞLIĞI POLİKLİNİĞİ","4.9","https://www.google.com/maps/search/?api=1&query=D%C4%B0K%C4%B0L%C4%B0DENT%20A%C4%9EIZ%20ve%20D%C4%B0%C5%9E%20SA%C4%9ELI%C4%9EI%20POL%C4%B0KL%C4%B0N%C4%B0%C4%9E%C4%B0&query_place_id=ChIJk5k0XnUTuhQRgXYLZnUw8Rg","https://www.instagram.com/dikilident35/"
,,,,,,,,,,,,,,,,,,,,,,"true",,,,,"true",,,,,,,,,,,"Yenişakran, Şair, Namık Kemal Cd. No:80 İç kapı No:3, 35000 Aliağa/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","3650108923545797038","Aliağa","false","TR","0x14ba3169eba18987:0x32a7caba136e41ae",,"https://lh5.googleusercontent.com/p/AF1QipN_CTXMvESINasnru9bJCMXyhVvPT3uvb1-gw66=w408-h544-k-no","8","false","/g/11s3c2d955","38.8858422","27.0676062","Yenişakran","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 545 100 68 35","+905451006835","ChIJh4mh62kxuhQRrkFuE7rKpzI","35000",,"7","6",,,,,,"2024-12-13T09:44:56.494Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.025397404868116,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","Şair, Namık Kemal Cd. No:80 İç kapı No:3",,"false","Dt. Ayşe Yılmaz Pazar","4.8","https://www.google.com/maps/search/?api=1&query=Dt.%20Ay%C5%9Fe%20Y%C4%B1lmaz%20Pazar&query_place_id=ChIJh4mh62kxuhQRrkFuE7rKpzI","https://www.doktortakvimi.com/ayse-yilmaz-pazar/dis-hekimi/izmir?utm_source=google&utm_medium=gmb&utm_campaign=262777&utm_content=url_appointment"
,,"true",,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,"true",,,"true",,,,,,"İsmetpaşa, Atatürk Cd. No:102, 35980 Dikili/İzmir, Türkiye","Dental clinic","Dental hygienist","Dental implants periodontist","Dentist","Teeth whitening service",,,,,,"Dental clinic","10123570640024088561","Dikili","false","TR","0x14ba117a5e845ef9:0x8c7e25dc3135aff1",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RLlG6nGxOnxq6QGDeax5ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.24066&pitch=0&thumbfov=100","1","false","/g/11wmqdjx_q","39.0781836","26.8952284","İsmetpaşa","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 532 163 95 45","+905321639545","ChIJ-V6EXnoRuhQR8a81Mdwlfow","35980",,"13","0",,,,,,"2024-12-13T09:44:56.494Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.025397404868116,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","Atatürk Cd. No:102",,"false","Dikili Klinik Akademi - Ağız ve Diş Sağlığı Polikliniği",,"https://www.google.com/maps/search/?api=1&query=Dikili%20Klinik%20Akademi%20-%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ-V6EXnoRuhQR8a81Mdwlfow","http://dikiliklinikakademi.com/"
"true",,,,,,,,,"true",,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,"Demirköprü, 6178/2 Sk No:3, 35560 Karşıyaka/İzmir, Türkiye","Dentist","Dental clinic","Emergency dental service",,,,,,,,"Dentist","18437449237488552082","Karşıyaka","false","TR","0x14bbd9e6396a26ff:0xffdefa654ccd4892",,"https://lh5.googleusercontent.com/p/AF1QipPQCAeYueFKBRahsUZGmZ0vf0lVokJtrF2ZTUxk=w408-h306-k-no","17","false","/g/1v3hx8ll","38.4705593","27.0989269","Demirköprü","Monday","8 AM to 4:30 PM","Tuesday","8 AM to 4:30 PM","Wednesday","8 AM to 4:30 PM","Thursday","8 AM to 4:30 PM","Friday","8 AM to 4:30 PM","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+90 4443543",,"ChIJ_yZqOebZuxQRkkjNTGX63v8","35560",,"17","389",,,,,,"2024-12-13T09:44:56.494Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.025397404868116,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","6178/2 Sk No:3","Karşıyaka Ağız ve Diş Sağlığı Merkezi","false","Karsiyaka Oral and Dental Health Center","3.4","https://www.google.com/maps/search/?api=1&query=Karsiyaka%20Oral%20and%20Dental%20Health%20Center&query_place_id=ChIJ_yZqOebZuxQRkkjNTGX63v8","https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAZAAI8HYHVUMERNMkI1UVpZWDBETFFaUTJDU1o2TEg3US4u"
"true",,,,,,,,,"true",,,,,"true",,,,"true",,,,"true",,,,,"true",,,,,,,,"true",,,"Maltepe, Atatürk Blv. No:93/A, 35700 Bergama/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","3818919975352520119","Bergama","false","TR","0x14ba039725f48097:0x34ff877bec87cdb7",,"https://lh5.googleusercontent.com/p/AF1QipPZQ50Vpkykw9ZCaGe0iA9sFLIhTUvncazz1iqa=w426-h240-k-no","5","false","/g/11q93pc9gj","39.1069068","27.1690406","Maltepe","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","10 AM to 5 PM","Sunday","Closed","false","+90 232 632 43 96","+902326324396","ChIJl4D0JZcDuhQRt82H7HuH_zQ","35700",,"18","123",,,,,,"2024-12-13T09:44:56.494Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.025397404868116,26.861145852062336,13z?hl=en","diş hekimleri","İzmir","Atatürk Blv. No:93/A",,"false","Özel Bergama Dental Ağız Diş Sağlığı Polikliniği","4.8","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Bergama%20Dental%20A%C4%9F%C4%B1z%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJl4D0JZcDuhQRt82H7HuH_zQ","https://bergamadental.com/"
,,,,"true",,,,,,,,"true",,,,"true",,,"true",,,,"true",,,,,,,,,,,,,,,"Mehmet Akif Ersoy, Dr. Ali Karaman Cd. No:2a, 35730 Kemalpaşa/İzmir, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","7674753451774064003","Kemalpaşa","false","TR","0x14b97126943814ad:0x6a82339a0fb23583",,"https://lh5.googleusercontent.com/p/AF1QipP8pt-gsL8njFuLGcmysagARnvrzd_ai__-lo5L=w408-h272-k-no","19","false","/g/11r_gkd_zj","38.426635","27.42062","Mehmet Akif Ersoy","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 232 878 43 32","+902328784332","ChIJrRQ4lCZxuRQRgzWyD5ozgmo","35730",,"2","58",,,,,,"2024-12-13T09:44:57.619Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.399188592562524,13z?hl=en","diş hekimleri","İzmir","Dr. Ali Karaman Cd. No:2a",,"false","Özel Dent İdea Ağız ve Diş Sağlığı Polikliniği","4.7","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Dent%20%C4%B0dea%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJrRQ4lCZxuRQRgzWyD5ozgmo","http://www.dentideaizmir.com/"
,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Mehmet Akif Ersoy, Kemalpaşa Stadı Cd. No:30/A, 35170 Kemalpaşa/İzmir, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","9940655064058055677","Kemalpaşa","false","TR","0x14b9719a082f5ec3:0x89f44d1ce7de4bfd",,"https://lh5.googleusercontent.com/p/AF1QipPmeTsubBnnuuJq20aWUAyPxwZ6EFuXEBOY_OvH=w408-h387-k-no","5","false","/g/11v4rcv00t","38.4295243","27.4165195","Mehmet Akif Ersoy","Monday","9 AM to 7:30 PM","Tuesday","9 AM to 7:30 PM","Wednesday","9 AM to 7:30 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 546 236 99 63","+905462369963","ChIJw14vCJpxuRQR_Uve5xxN9Ik","35170",,"5","29",,,,,,"2024-12-13T09:44:57.619Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.399188592562524,13z?hl=en","diş hekimleri","İzmir","Kemalpaşa Stadı Cd. No:30/A",,"false","Kiraz Dent Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Kiraz%20Dent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJw14vCJpxuRQR_Uve5xxN9Ik","https://www.kirazdent.com/"
,,,,"true",,,,,,,,"true",,,,"true",,,,,"true",,,,"true",,,,,,,,,,"true",,,"Sekiz Eylül, Kirazlı Cd. No:89/A, 35730 Kemalpaşa/İzmir, Türkiye","Dental clinic","Dental hygienist","Dental implants periodontist","Dental implants provider","Dentist","Pediatric dentist","Periodontist",,,,"Dental clinic","13933844228736176605","Kemalpaşa","false","TR","0x14b971ae781ce12f:0xc15ef580597251dd",,"https://lh5.googleusercontent.com/p/AF1QipMG8E8TVPftkQtJLXOomsoNSbmTOLW5ciP--96n=w408-h306-k-no","11","false","/g/11c1tf4ft_","38.4313394","27.4145756","Sekiz Eylül","Monday","9 AM to 11 PM","Tuesday","9 AM to 11 PM","Wednesday","9 AM to 11 PM","Thursday","9 AM to 11 PM","Friday","9 AM to 11 PM","Saturday","9 AM to 11 PM","Sunday","9 AM to 11 PM","false","+90 850 850 1276","+908508501276","ChIJL-EceK5xuRQR3VFyWYD1XsE","35730",,"7","35",,,,,,"2024-12-13T09:44:57.619Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.399188592562524,13z?hl=en","diş hekimleri","İzmir","Kirazlı Cd. No:89/A",,"false","Yeşilyurt Dental","3.8","https://www.google.com/maps/search/?api=1&query=Ye%C5%9Filyurt%20Dental&query_place_id=ChIJL-EceK5xuRQR3VFyWYD1XsE","https://www.yesilyurtdent.com.tr/"
,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,"true",,,"Kavaklıdere, 7055 sokak No:65 Başak apt Kemalpaşa Mahallesi Pınarbaşı, 35060 Bornova/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","1184077446516204672","Bornova","false","TR","0x14b964a9410d3565:0x106eb02a02266480",,"https://lh5.googleusercontent.com/p/AF1QipOdOEueqIvLUX-S4_4yKmbs_FCOalNC7MzjWvLQ=w427-h240-k-no","36","false","/g/11cjj9bw04","38.4302586","27.2720551","Kavaklıdere","Monday","8:30 AM to 7 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 7 PM","Thursday","8:30 AM to 7 PM","Friday","8:30 AM to 7 PM","Saturday","9:30 AM to 12 PM","Sunday","Closed","false","+90 553 736 58 67","+905537365867","ChIJZTUNQalkuRQRgGQmAiqwbhA","35060",,"10","32",,,,,,"2024-12-13T09:44:57.620Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.399188592562524,13z?hl=en","diş hekimleri","İzmir","7055 sokak No:65 Başak apt Kemalpaşa Mahallesi Pınarbaşı",,"false","Diş Hekimi Mehmet Emre Bozaba","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Mehmet%20Emre%20Bozaba&query_place_id=ChIJZTUNQalkuRQRgGQmAiqwbhA","http://www.dtmeb.com/"
,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Belenbaşı, Seyfi Demirsoy Cd. No:15/A, 35000 Buca/İzmir, Türkiye","Dentist",,,,,,,,,,"Dentist","4220202608092667780","Buca","false","TR","0x14b967eb73ba41cf:0x3a912be9978a5f84",,"https://lh5.googleusercontent.com/p/AF1QipPdlxXCTbTftmnLIuIx89Zxi0gIr-F2c5gHeUXA=w408-h422-k-no","1","false","/g/11hzjyyh0y","38.3337361","27.2911248","Belenbaşı",,,,,,,,,,,,,,,"false",,,"ChIJz0G6c-tnuRQRhF-Kl-krkTo","35000",,"11","9",,,,,,"2024-12-13T09:44:57.620Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@38.38783957256591,27.399188592562524,13z?hl=en","diş hekimleri","İzmir","Seyfi Demirsoy Cd. No:15/A",,"false","Dt. Kanun Mercimek","4.1","https://www.google.com/maps/search/?api=1&query=Dt.%20Kanun%20Mercimek&query_place_id=ChIJz0G6c-tnuRQRhF-Kl-krkTo","https://www.doktorsitesi.com/dt-kanun-mercimek/dis-hekimi/izmir"
