"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Sarıgüllük, Mareşal, Fevzi Çakmak Blv. No:27/A D:27060, 27000 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","4181749624926630833","Şehitkamil","false","TR","0x1531e1b0cb993cfb:0x3a088f20c55ff3b1",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pDKFHBNoB41ETOYwuHgTcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.37695&pitch=0&thumbfov=100","2","false","/g/11rqszx5ys","37.0672493","37.360672","Sarıgüllük",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJ-zyZy7DhMRURsfNfxSCPCDo","27000",,"45","1","1","0","0","0","0","2024-12-13T09:44:25.162Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Mareşal, Fevzi Çakmak Blv. No:27/A D:27060",,"false","Uzm. Dt. Özge Yüksekkaya, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dt.%20%C3%96zge%20Y%C3%BCksekkaya%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJ-zyZy7DhMRURsfNfxSCPCDo","https://www.doktortakvimi.com/ozge-yuksekkaya/dis-hekimi-periodontoloji/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=256335&utm_content=website"
,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,"Kavaklık, Ordu Cd. No: 20, 27070 Şahinbey/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","7164913140946456552","Şahinbey","false","TR","0x1531e1b56dc88e31:0x636ee28a54a44fe8",,"https://lh5.googleusercontent.com/p/AF1QipOPWf4aEfXxakWld2IgCFSCbfDPT1lUGwlOCmL4=w408-h408-k-no","1","false","/g/11q24hz49n","37.0592994","37.3568038","Kavaklık",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJMY7IbbXhMRUR6E-kVIribmM","27070",,"52","1","1","0","0","0","0","2024-12-13T09:44:25.162Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Ordu Cd. No: 20",,"false","Dt. Akansel Karasu, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Akansel%20Karasu%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJMY7IbbXhMRUR6E-kVIribmM","https://www.doktortakvimi.com/akansel-karasu/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=251012&utm_content=website"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,"true",,,"Gazi, Ömer Asım Aksoy Cd. No:35/A, 27560 Şehitkamil/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","15337798746954380280","Şehitkamil","false","TR","0x1531e1a69159c84b:0xd4daceb27ca5b3f8",,"https://lh5.googleusercontent.com/p/AF1QipOuFhyGMkl3Y-3XXx-gY7UOpZpt5TJVchrWVnM=w427-h240-k-no","47","false","/g/11qs87yky1","37.0682074","37.3529152","Gazi",,,,,,,,,,,,,,,"false","+90 544 844 22 27","+905448442227","ChIJS8hZkabhMRUR-LOlfLLO2tQ","27560",,"58","105","105","0","0","0","0","2024-12-13T09:44:25.162Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Ömer Asım Aksoy Cd. No:35/A",,"false","MAYA Dental Klinik","5","https://www.google.com/maps/search/?api=1&query=MAYA%20Dental%20Klinik&query_place_id=ChIJS8hZkabhMRUR-LOlfLLO2tQ","https://mayaklinik.com.tr/"
,,,,,"true",,,,,,"true",,,,,,,,"true",,,,,,,"Mücahitler, Mareşal, Fevzi Çakmak Blv. No: 90-B, 27100 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","3913257297539335012","Şehitkamil","false","TR","0x1531e19304fcc07b:0x364eaec75e898364",,"https://lh5.googleusercontent.com/p/AF1QipPfbHQXO_dClMZTBrrOlummoM9zL_1SlLxk2k9z=w408-h408-k-no","6","false","/g/11j8p28j52","37.074896","37.356724","Mücahitler",,,,,,,,,,,,,,,"false",,,"ChIJe8D8BJPhMRURZIOJXseuTjY","27100",,"17","1",,,,,,"2024-12-13T09:44:25.796Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.10394772977534,37.379261699999994,16z?hl=en","diş hekimleri","Gaziantep","Mareşal, Fevzi Çakmak Blv. No: 90-B",,"false","Uzm. Dr. Dt. Serhat Ramoğlu","5","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dr.%20Dt.%20Serhat%20Ramo%C4%9Flu&query_place_id=ChIJe8D8BJPhMRURZIOJXseuTjY","https://www.doktorsitesi.com/uzm-dr-dt-serhat-ramoglu/dis-hekimi/gaziantep"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Tekstilkent, Demokrasi Blv. No:167/A, 27500 Şehitkamil/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","13107828295860235704","Şehitkamil","false","TR","0x1531e74570f9bd3d:0xb5e85c6307902db8",,"https://lh5.googleusercontent.com/p/AF1QipPBLa6AuzOFLHWLoSuda-jYrFONdssRyLbc7vky=w408-h271-k-no","14","false","/g/11g5st_y10","37.0531109","37.4096837","Tekstilkent","Monday","8 AM to 7 PM","Tuesday","8 AM to 7 PM","Wednesday","8 AM to 7 PM","Thursday","8 AM to 7 PM","Friday","8 AM to 7 PM","Saturday","8 AM to 7 PM","Sunday","Closed","false","+90 507 973 03 05","+905079730305","ChIJPb35cEXnMRURuC2QB2Nc6LU","27500",,"23","19","6","1","11","1","0","2024-12-13T09:44:26.279Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.04912635674154,37.39642668408498,16z?hl=en","diş hekimleri","Gaziantep","Demokrasi Blv. No:167/A",,"false","Özel Mirza Diş 1 - Ağız ve Diş Merkezi","2.5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Mirza%20Di%C5%9F%201%20-%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Merkezi&query_place_id=ChIJPb35cEXnMRURuC2QB2Nc6LU","http://www.mirzadent.com/"
"true",,,,,,,"true",,,,,"true",,,"true",,,"true",,,,,"true",,,"Alleben, Atatürk Blv. No:66, 27400 Şahinbey/Gaziantep, Türkiye","Doctor","Dental clinic","Orthodontist",,,,,,,,"Doctor","17483092820915514125","Şahinbey","false","TR","0x1531e14806c1867f:0xf2a06c4a8dd9eb0d",,"https://lh5.googleusercontent.com/p/AF1QipMyVBbRWiFrt9ra0X8YX4efQIEAxNi2bp7kAdF-=w408-h272-k-no","22","false","/g/1hc3n55pm","37.0616996","37.3686037","Alleben","Monday","8:30 AM to 6 PM","Tuesday","8:30 AM to 6 PM","Wednesday","8:30 AM to 6 PM","Thursday","8:30 AM to 6 PM","Friday","8:30 AM to 6 PM","Saturday","8:30 AM to 12 PM","Sunday","Closed","false","+90 342 232 56 60","+903422325660","ChIJf4bBBkjhMRURDevZjUpsoPI","27400",,"61","37","23","1","13","0","0","2024-12-13T09:44:27.409Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Atatürk Blv. No:66",,"false","Dr.Asklinik Ağız ve Diş Sağlığı Polikliniği - Gaziantep","3.6","https://www.google.com/maps/search/?api=1&query=Dr.Asklinik%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20-%20Gaziantep&query_place_id=ChIJf4bBBkjhMRURDevZjUpsoPI","https://drasklinik.com/"
"true",,,,,,,,"true",,,,,,,,,,"true",,,,,,,,"Kolejtepe, Ordu Cd., 27010 Şahinbey/Gaziantep, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","15821763039737916143","Şahinbey","false","TR","0x1531e13e871533a1:0xdb9231a847fbaaef",,"https://lh5.googleusercontent.com/p/AF1QipPcHY27wwDYHOPTvsXuGWZ2GXJw4MILfriXGvUq=w408-h306-k-no","9","false","/g/11gg64_vwq","37.0604828","37.3641149","Kolejtepe","Monday","8:30 AM to 7 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 7 PM","Thursday","8:30 AM to 7 PM","Friday","8:30 AM to 7 PM","Saturday","8:30 AM to 7 PM","Sunday","Closed","false","+90 342 336 02 00","+903423360200","ChIJoTMVhz7hMRUR76r7R6gxkts","27010",,"63","11","8","0","2","0","1","2024-12-13T09:44:27.409Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Ordu Cd.",,"false","Özel Dentapark27 Ağız ve Diş Sağlığı Polikliniği","4","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Dentapark27%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJoTMVhz7hMRUR76r7R6gxkts","https://dentapark27.com/"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Sarıgüllük, Fevzi Çakmak Blv. No:27/A, 27000 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","4972936330306026253","Şehitkamil","false","TR","0x1531e15211935f6d:0x45036b3ea2867b0d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pDKFHBNoB41ETOYwuHgTcA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=191.47694&pitch=0&thumbfov=100","1","false","/g/11s1t0fg45","37.067251","37.360672","Sarıgüllük",,,,,,,,,,,,,,,"false",,,"ChIJbV-TEVLhMRURDXuGoj5rA0U","27000",,"66","0",,,,,,"2024-12-13T09:44:27.409Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Fevzi Çakmak Blv. No:27/A",,"false","Dt. Ahmet Caner Şimşek",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Ahmet%20Caner%20%C5%9Eim%C5%9Fek&query_place_id=ChIJbV-TEVLhMRURDXuGoj5rA0U","https://www.doktortakvimi.com/ahmet-caner-simsek/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=145596&utm_content=url_appointment"
"true",,,,,,,"true",,,,,"true",,,"true",,,"true",,,,,,,,"Değirmiçem, Prof. Muammer Aksoy Blv. Köşem Apt No:76/4 No:76/A, 27090 Şehitkamil/Gaziantep, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","8793622805420506393","Şehitkamil","false","TR","0x1531e14f09a5dd3b:0x7a093959d5dcfd19",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I4ZEz2DMyCZAsLs5kHa5IA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.967356&pitch=0&thumbfov=100","4","false","/g/11s1ryqt8b","37.0670235","37.362071","Değirmiçem","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 501 374 85 85","+905013748585","ChIJO92lCU_hMRURGf3c1Vk5CXo","27090",,"68","7","7","0","0","0","0","2024-12-13T09:44:27.409Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Prof. Muammer Aksoy Blv. Köşem Apt No:76/4 No:76/A",,"false","Denteam Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Denteam%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJO92lCU_hMRURGf3c1Vk5CXo","http://www.denteam27.com/"
,,,,,,,,,,,,,,,,,,"true",,,,,,,,"Alleben, Atatürk Blv. No:52/A, 27010 Şahinbey/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","6692299250634757466","Şahinbey","false","TR","0x1531e1848e2c0a29:0x5cdfd2b60cb2955a",,"https://lh5.googleusercontent.com/p/AF1QipNwbDuUJIVYZWrNAA2vleUbYyT_WHSBadIrdnFi=w408-h407-k-no","3","false","/g/11lck8gj0l","37.0620804","37.3711548","Alleben","Monday","9 AM to 6:30 PM","Tuesday","9 AM to 6:30 PM","Wednesday","9 AM to 6:30 PM","Thursday","9 AM to 6:30 PM","Friday","9 AM to 6:30 PM","Saturday","9 AM to 6:30 PM","Sunday","Closed","false",,,"ChIJKQosjoThMRURWpWyDLbS31w","27010",,"70","0",,,,,,"2024-12-13T09:44:27.409Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Atatürk Blv. No:52/A",,"false","Dt. Mehmet Uğur Başaran, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Mehmet%20U%C4%9Fur%20Ba%C5%9Faran%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJKQosjoThMRURWpWyDLbS31w","https://www.doktortakvimi.com/mehmet-ugur-basaran/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=276791&utm_content=website"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Sarıgüllük, İbrahim Bali Sk. No:2, 27060, 27090 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","17281768930182903650","Şehitkamil","false","TR","0x1531e16d5a46386d:0xefd52d477def3762",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x6saqp12-sQfzUqd8C9pfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.91098&pitch=0&thumbfov=100","3","false","/g/11r_01f_dp","37.0658852","37.3593213","Sarıgüllük",,,,,,,,,,,,,,,"false",,,"ChIJbThGWm3hMRURYjfvfUct1e8","27090",,"71","0",,,,,,"2024-12-13T09:44:27.409Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","İbrahim Bali Sk. No:2, 27060",,"false","Dt. Nilüfer Küçükoğlu, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Nil%C3%BCfer%20K%C3%BC%C3%A7%C3%BCko%C4%9Flu%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJbThGWm3hMRURYjfvfUct1e8","https://www.doktortakvimi.com/nilufer-kucukoglu/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=245058&utm_content=website"
,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,"Gazi, Ali Nadi Ünler Blv. No:9/A, 27090 Şehitkamil/Gaziantep, Türkiye","Oral surgeon","Dentist",,,,,,,,,"Oral surgeon","16331156172415417537","Şehitkamil","false","TR","0x1531e1df1ec56ffb:0xe2a3ec033c3fbcc1",,"https://lh5.googleusercontent.com/p/AF1QipPO7kDue6qWYEV1Z8XopUEIBqcetNU3cKHWoYbv=w408-h544-k-no","4","false","/g/11rgvlfmmt","37.0662645","37.353766","Gazi",,,,,,,,,,,,,,,"false",,,"ChIJ-2_FHt_hMRURwbw_PAPso-I","27090",,"75","0",,,,,,"2024-12-13T09:44:27.409Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Ali Nadi Ünler Blv. No:9/A",,"false","Uzm. Dr. Rawand Mustafa Aydoğdu, Ağız Diş Ve Çene Cerrahisi",,"https://www.google.com/maps/search/?api=1&query=Uzm.%20Dr.%20Rawand%20Mustafa%20Aydo%C4%9Fdu%2C%20A%C4%9F%C4%B1z%20Di%C5%9F%20Ve%20%C3%87ene%20Cerrahisi&query_place_id=ChIJ-2_FHt_hMRURwbw_PAPso-I","https://www.doktortakvimi.com/rawand-mustafa-aydogdu/agiz-dis-ve-cene-cerrahisi-dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=237425&utm_content=website"
,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,"Atatürk Mah, Sait, Barlas Cd. No:12/A, 27000 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","12061135707228737475","Şehitkamil","false","TR","0x1531e1c3af939011:0xa761c305e9260fc3",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aFlZlS1N3nNL7DIvLBaSgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.12862&pitch=0&thumbfov=100","1","false","/g/11kj02z5d9","37.067043","37.3570053","Atatürk Mah",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJEZCTr8PhMRURww8m6QXDYac","27000",,"77","0",,,,,,"2024-12-13T09:44:27.409Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Sait, Barlas Cd. No:12/A",,"false","Dt. Mahmut Yıldız",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Mahmut%20Y%C4%B1ld%C4%B1z&query_place_id=ChIJEZCTr8PhMRURww8m6QXDYac","https://www.doktortakvimi.com/mahmut-yildiz-4/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=126984&utm_content=url_appointment"
"true",,,,,,,,"true",,,,,,,,,,"true",,,,,,,,"Kolejtepe, sk yan tarafı, Yeşilcam kahve evi, Yeşil Cami Cd., 27070 Şahinbey, Türkiye","Doctor","Dentist",,,,,,,,,"Doctor","16116704671419338255","Şahinbey","false","TR","0x1531e15084a3d26f:0xdfaa098239d40e0f",,"https://lh5.googleusercontent.com/p/AF1QipMbs3S0uoXpHBHqE4ewU_AXy1C-uUdofjoRdWz-=w408-h306-k-no","19","false","/g/11j4sc1b41","37.0588039","37.3651417","Kolejtepe","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","Closed","Saturday","9 AM to 8 PM","Sunday","9 AM to 8 PM","false","+90 537 344 42 20","+905373444220","ChIJb9KjhFDhMRURDw7UOYIJqt8","27070",,"82","13","10","0","2","0","1","2024-12-13T09:44:29.354Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.06283169999999,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","sk yan tarafı, Yeşilcam kahve evi, Yeşil Cami Cd.",,"false","العيادة السنية التخصصية-غازي عنتاب","4.2","https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9%20%D8%A7%D9%84%D8%B3%D9%86%D9%8A%D8%A9%20%D8%A7%D9%84%D8%AA%D8%AE%D8%B5%D8%B5%D9%8A%D8%A9-%D8%BA%D8%A7%D8%B2%D9%8A%20%D8%B9%D9%86%D8%AA%D8%A7%D8%A8&query_place_id=ChIJb9KjhFDhMRURDw7UOYIJqt8","https://instagram.com/hb_dental_?utm_source=qr&igshid=MzNlNGNkZWQ4Mg%3D%3D"
"true",,,,,,,"true",,,,,"true",,,"true",,"true",,,"true","true",,"true",,"true","Pembe Gül Apartmanı, Fatih Mahallesi Mareşal, Fevzi Çakmak Blv., 27000 Şehitkamil/Gaziantep, Türkiye","Dental clinic","Community health centre","Dental hygienist","Dental implants periodontist","Dentist","Plastic surgeon","Teeth whitening service",,,,"Dental clinic","6257028461157521852","Şehitkamil","false","TR","0x1531e141c5646add:0x56d56e3bf8cd99bc",,"https://lh5.googleusercontent.com/p/AF1QipOhE87GfSxZFcTx1EJ4q-iZF7ffitUcvq_JfZA=w408-h725-k-no","36","false","/g/11vrrsthbv","37.0767253","37.3549136","Pancarlı","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+90 545 458 11 03","+905454581103","ChIJ3WpkxUHhMRURvJnN-Dtu1VY","27000",,"19","41",,,,,,"2024-12-13T09:44:31.474Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.09024238651689,37.36209671591501,16z?hl=en","diş hekimleri","Gaziantep","Pembe Gül Apartmanı, Fatih Mahallesi Mareşal, Fevzi Çakmak Blv.",,"false","Özel Midas Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Midas%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ3WpkxUHhMRURvJnN-Dtu1VY","https://midasdent.com/"
,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,"Atakent, 2015. Cd. No:8, 27580 Şehitkamil/Gaziantep, Türkiye","Dentist",,,,,,,,,,"Dentist","18020177180955325098","Şehitkamil","false","TR","0x1531e53ee74985f1:0xfa1487abcc7132aa",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h6P1XmmwBm6ColkW_3fBGQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.02066&pitch=0&thumbfov=100","1","false","/g/11rcz91hvz","37.0858782","37.4256233","Atakent",,,,,,,,,,,,,,,"false",,,"ChIJ8YVJ5z7lMRURqjJxzKuHFPo","27580",,"4","0",,,,,,"2024-12-13T09:44:31.854Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.09024238651689,37.413591668169964,16z?hl=en","diş hekimleri","Gaziantep","2015. Cd. No:8",,"false","Dt. Büşra Demirci, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20B%C3%BC%C5%9Fra%20Demirci%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJ8YVJ5z7lMRURqjJxzKuHFPo","https://www.doktortakvimi.com/busra-demirci-3/dis-hekimi/gaziantep?utm_source=google&utm_medium=gmb&utm_campaign=255236&utm_content=website"
"true",,,,,,,"true",,,,,"true",,,,,,"true",,,,,,,,"Nuripazarbaşı mah. 58012, Nolu Cd no:2 D/B, 27300 Şahinbey, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","2009236732871210788","Şahinbey","false","TR","0x1531e13bd3d84aa7:0x1be23e29c4747724",,"https://lh5.googleusercontent.com/p/AF1QipNa5Btzholb3zsL5xU5vzDyK_lCrjSz3THSMttd=w408-h306-k-no","6","false","/g/11fgjgqm1l","37.048499","37.3804813","Nuripazarbaşı","Monday","8:30 AM to 7 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 7 PM","Thursday","8:30 AM to 7 PM","Friday","8:30 AM to 7 PM","Saturday","8:30 AM to 5 PM","Sunday","Closed","false","+90 342 218 02 18","+903422180218","ChIJp0rY0zvhMRURJHd0xCk-4hs","27300",,"15","17",,,,,,"2024-12-13T09:44:35.499Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.03542101348309,37.379261699999994,16z?hl=en","diş hekimleri","Gaziantep","Nuripazarbaşı mah. 58012, Nolu Cd no:2 D/B",,"false","ALMİNA DİŞ POLİKLİNİĞİ","4.5","https://www.google.com/maps/search/?api=1&query=ALM%C4%B0NA%20D%C4%B0%C5%9E%20POL%C4%B0KL%C4%B0N%C4%B0%C4%9E%C4%B0&query_place_id=ChIJp0rY0zvhMRURJHd0xCk-4hs","http://www.alminadis.com/"
"true",,,,,,,"true",,,,,"true",,,"true",,,"true",,,,,"true",,,"Budak, 10026 nolu Sokak No:3, 27090 Şehitkamil/Gaziantep, Türkiye","Dental clinic","Cosmetic dentist","Dentist","Denture care center","Emergency dental service",,,,,,"Dental clinic","14947562341113663722","Şehitkamil","false","TR","0x1531e168643d5b9d:0xcf7068c0f01610ea",,"https://lh5.googleusercontent.com/p/AF1QipO_oHY9_AL_QwlPvBABmogcNTuIp_z8ptIwF00T=w408-h271-k-no","60","false","/g/11bymwz5ld","37.0750567","37.3589989","Budak","Monday","9 AM to 12 AM","Tuesday","9 AM to 12 AM","Wednesday","9 AM to 12 AM","Thursday","9 AM to 12 AM","Friday","9 AM to 12 AM","Saturday","9 AM to 12 AM","Sunday","9 AM to 12 AM","false","+90 342 777 07 07","+903427770707","ChIJnVs9ZGjhMRUR6hAW8MBocM8","27090",,"27","181","151","5","23","2","0","2024-12-13T09:44:37.971Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@37.07653704325844,37.34493173183002,16z?hl=en","diş hekimleri","Gaziantep","10026 nolu Sokak No:3",,"false","Atabek Ağız ve Diş Sağlığı Merkezi","4.4","https://www.google.com/maps/search/?api=1&query=Atabek%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Merkezi&query_place_id=ChIJnVs9ZGjhMRUR6hAW8MBocM8","http://www.atabekdis.com/"
