"additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/1/Paid parking garage","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/2/Paid street parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Güvenevler, Hüseyin Okan Merzeci Blv No:528/A, 33140 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","523176328220398398","Yenişehir","false","TR","0x1527f5a1f1d435ed:0x742b2193e78533e",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0HnWzfnjKhY5MN7t7AMUDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=318.7093&pitch=0&thumbfov=100","1","false","/g/11thhn1yc3","36.787159","34.5841408","Güvenevler",,,,,,,,,,,,,,,"false",,,"ChIJ7TXU8aH1JxURPlN4PhmyQgc","33140",,"111","0",,,,,,"2024-12-13T09:44:38.226Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.59550874184491,16z?hl=en","diş hekimleri","Mersin","Hüseyin Okan Merzeci Blv No:528/A",,"false","Dt. Safa Turan Sabuncuoğlu, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Safa%20Turan%20Sabuncuo%C4%9Flu%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJ7TXU8aH1JxURPlN4PhmyQgc","https://www.doktortakvimi.com/safa-turan-sabuncuoglu/dis-hekimi/mersin?utm_source=google&utm_medium=gmb&utm_campaign=264863&utm_content=website"
,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"true",,"Kültür Mahallesi Atatürk Caddesi Miskavi Apt. No:56 Kat:5/10, 33010 Akdeniz/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","11920174132469868336","Akdeniz","false","TR","0x1527f3914badff55:0xa56cf737baaaa730",,"https://lh5.googleusercontent.com/p/AF1QipPx7YEWAHDTxv00LjyC7nuhLUYzzYNGc7V67D2_=w426-h240-k-no","8","false","/g/11sqs6my0_","36.7915927","34.62326","Kültür","Monday","9:30 AM to 6 PM","Tuesday","9:30 AM to 6 PM","Wednesday","9:30 AM to 6 PM","Thursday","9:30 AM to 6 PM","Friday","9:30 AM to 6 PM","Saturday","10 AM to 2 PM","Sunday","Closed","false","+90 533 139 25 34","+905331392534","ChIJVf-tS5HzJxURMKequjf3bKU","33010",,"15","6",,,,,,"2024-12-13T09:44:38.667Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.64700427907754,16z?hl=en","diş hekimleri","Mersin","Kültür Mahallesi Atatürk Caddesi Miskavi Apt. No:56 Kat:5/10",,"false","Diş hekimi Fatih Sakar","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20hekimi%20Fatih%20Sakar&query_place_id=ChIJVf-tS5HzJxURMKequjf3bKU","http://www.fatihsakar.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://maps.app.goo.gl/tYuwq7nk72KaERbw9?g_st=ac, 33070 Akdeniz/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","1722653684601907937","Akdeniz","false","TR","0x1527f3b2241ba337:0x17e818662db6eae1",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=029-uYbnM3xfuPZxDXi2GA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.0573&pitch=0&thumbfov=100","1","false","/g/11wqc3j9dz","36.8015469","34.6227125","Mahmudiye","Monday","9:30 AM to 8 PM","Tuesday","9:30 AM to 8 PM","Wednesday","9:30 AM to 8 PM","Thursday","9:30 AM to 8 PM","Friday","9:30 AM to 8 PM","Saturday","9:30 AM to 8 PM","Sunday","Closed","false","+90 534 977 70 50","+905349777050","ChIJN6MbJLLzJxUR4eq2LWYY6Bc","33070",,"10","0",,,,,,"2024-12-13T09:44:42.752Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","https://maps.app.goo.gl/tYuwq7nk72KaERbw9?g_st=ac",,"false","Diş Hekimi Berk yılmaz",,"https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Berk%20y%C4%B1lmaz&query_place_id=ChIJN6MbJLLzJxUR4eq2LWYY6Bc","http://www.dtberkyilmaz.com/"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Kiremithane, 4413. Sk. Akkurt Apt No:5/4, 33010 Akdeniz/Mersin, Türkiye","Dental clinic",,,,,,,,,"Dental clinic","332617453657871755","Akdeniz","false","TR","0x1527f3d918782b3d:0x49db1cfd35f558b",,"https://lh5.googleusercontent.com/p/AF1QipN_URSOXuVJFFGhLxE0nZonPj4LYdTMG9Y_yEV7=w408-h544-k-no","10","false","/g/11y3t777ct","36.7958949","34.6239194","Kiremithane","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 2 PM","Sunday","Closed","false",,,"ChIJPSt4GNnzJxURi1Vf08-xnQQ","33010",,"15","1",,,,,,"2024-12-13T09:44:42.753Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","4413. Sk. Akkurt Apt No:5/4",,"false","Diş Hekimi Seyran Kara","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Seyran%20Kara&query_place_id=ChIJPSt4GNnzJxURi1Vf08-xnQQ","https://www.doktortakvimi.com/z/CuDqVw"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Bahçe, İstiklal Cd. No:94, 33000 Akdeniz/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","9035690531048513279","Akdeniz","false","TR","0x1527f3ca173fd41d:0x7d6538aa3381deff",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1mdbgo5vuI45VyVN4NMv5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.94693&pitch=0&thumbfov=100","2","false","/g/11t53937bm","36.7974789","34.6251848","Bahçe",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJHdQ_F8rzJxUR_96BM6o4ZX0","33000",,"63","0",,,,,,"2024-12-13T09:44:45.447Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","İstiklal Cd. No:94",,"false","Diş Hekimi Sena Kurt",,"https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Sena%20Kurt&query_place_id=ChIJHdQ_F8rzJxUR_96BM6o4ZX0","https://www.doktortakvimi.com/sena-kurt/dis-hekimi/mersin?utm_source=google&utm_medium=gmb&utm_campaign=260515&utm_content=url_appointment"
,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Kültür Mahallesi 4302 Sok. Toroğlu Apt, B Blok D:6, 33100 İçel Merkez/Mersin, Türkiye","Pediatric dentist",,,,,,,,,"Pediatric dentist","945905034991732196","İçel Merkez","false","TR","0x15278ab85386bf3d:0xd20879e21ef85e4",,"https://lh5.googleusercontent.com/p/AF1QipMci08DKGuO1QCkbVCDqUOMZxw89UAejzC07NDY=w408-h306-k-no","4","false","/g/1hc9kc84l","36.7930261","34.6243997","Kültür","Monday","8:30 AM to 6 PM","Tuesday","8:30 AM to 6 PM","Wednesday","8:30 AM to 6 PM","Thursday","8:30 AM to 6 PM","Friday","8:30 AM to 6 PM","Saturday","8:30 AM to 6 PM","Sunday","Closed","false","+90 324 238 45 84","+903242384584","ChIJPb-GU7iKJxUR5IXvIZ6HIA0","33100",,"67","19","15","0","4","0","0","2024-12-13T09:44:45.447Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","Kültür Mahallesi 4302 Sok. Toroğlu Apt, B Blok D:6","Yrd. Doç. Dr. Taner Akça","false","Dr. Taner Akca","4.2","https://www.google.com/maps/search/?api=1&query=Dr.%20Taner%20Akca&query_place_id=ChIJPb-GU7iKJxUR5IXvIZ6HIA0","http://www.mersinpedodonti.com/"
"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"Akdeniz, Çankaya Mahallesi, İstiklal Caddesi, 4738 Sokak Özberk Apt Kat:1 No:3, Nobel Oteli Karşısı, Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","17249214513836603623","Akdeniz","false","TR","0x1527f30972083015:0xef618535c7be38e7",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PxsRYEvNkAP6LairX1qLkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=134.40189&pitch=0&thumbfov=100","1","false","/g/11b63w28pw","36.7981087","34.6258921","Akdeniz","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","Closed","Sunday","Closed","false","+90 324 238 03 71","+903242380371","ChIJFTAIcgnzJxUR5zi-xzWFYe8",,,"71","5","5","0","0","0","0","2024-12-13T09:44:45.448Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","Çankaya Mahallesi, İstiklal Caddesi, 4738 Sokak Özberk Apt Kat:1 No:3, Nobel Oteli Karşısı",,"false","Dr. Ekrem Duran","5","https://www.google.com/maps/search/?api=1&query=Dr.%20Ekrem%20Duran&query_place_id=ChIJFTAIcgnzJxUR5zi-xzWFYe8","http://www.ekremduran.com/"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,"true",,,"true",,,,"true","true","Turgutreis, 4112. Sk, 33010 Akdeniz/Mersin, Türkiye","Dental clinic","Dentist",,,,,,,,"Dental clinic","7785314032627929254","Akdeniz","false","TR","0x1527f36db6111fcf:0x6c0afddd43a6d0a6",,"https://lh5.googleusercontent.com/p/AF1QipMybUCaJS5dOQaqtKlyj6-Yrlj912jYYgpuvv2f=w408-h271-k-no","21","false","/g/1vsmv8cc","36.7931621","34.6151816","Turgutreis","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 2:30 PM","Sunday","Closed","false","+90 324 237 53 00","+903242375300","ChIJzx8Rtm3zJxURptCmQ939Cmw","33010",,"77","29","23","3","3","0","0","2024-12-13T09:44:45.448Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","4112. Sk",,"false","Özel MerDiş ağız ve diş sağlığı polikliniği","4.5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20MerDi%C5%9F%20a%C4%9F%C4%B1z%20ve%20di%C5%9F%20sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20poliklini%C4%9Fi&query_place_id=ChIJzx8Rtm3zJxURptCmQ939Cmw","http://www.merdis.tr/"
,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,"İstiklal cad. Noyan apt. zemin kart 103E, 33120 Akdeniz/Mersin, Türkiye","Dental clinic",,,,,,,,,"Dental clinic","7347907743985837291","Akdeniz","false","TR","0x1527f3378cd61413:0x65f903298a9e24eb",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=D7z-VwnyMY78cCkaZMr2MA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=183.52402&pitch=0&thumbfov=100","4","false","/g/11y30csb_v","36.7951745","34.621659","Kiremithane","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 3 PM","Sunday","Closed","false","+90 506 911 03 65","+905069110365","ChIJExTWjDfzJxUR6ySeiikD-WU","33120",,"85","17","17","0","0","0","0","2024-12-13T09:44:46.405Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","İstiklal cad. Noyan apt. zemin kart 103E",,"false","Özel DENT365 Ağız Ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20DENT365%20A%C4%9F%C4%B1z%20Ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJExTWjDfzJxUR6ySeiikD-WU","https://www.dent365mersin.com/"
"true",,,,,"true",,,,"true",,,,,,"true",,,,"true",,,,,,,,,,,,,"Bahçe, İstiklal Cd. No:100 D:B, 33010 Akdeniz/Mersin, Türkiye","Dental clinic",,,,,,,,,"Dental clinic","9661045694354336271","Akdeniz","false","TR","0x1527f39583831b81:0x8612eddf62ceaa0f",,"https://lh5.googleusercontent.com/p/AF1QipPRE9NweiFXuurHg4Z9s518lPPOytplmiBFCIRK=w408-h306-k-no","15","false","/g/11my1hf2lt","36.7972965","34.625038","Bahçe","Monday","8:30 AM to 7 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 7 PM","Thursday","8:30 AM to 7 PM","Friday","8:30 AM to 7 PM","Saturday","8:30 AM to 3 PM","Sunday","Closed","false","+90 530 542 13 00","+905305421300","ChIJgRuDg5XzJxURD6rOYt_tEoY","33010",,"86","7","6","1","0","0","0","2024-12-13T09:44:46.405Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","İstiklal Cd. No:100 D:B",,"false","MERSİN OPAK DENT AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ","4.9","https://www.google.com/maps/search/?api=1&query=MERS%C4%B0N%20OPAK%20DENT%20A%C4%9EIZ%20VE%20D%C4%B0%C5%9E%20SA%C4%9ELI%C4%9EI%20POL%C4%B0KL%C4%B0N%C4%B0%C4%9E%C4%B0&query_place_id=ChIJgRuDg5XzJxURD6rOYt_tEoY","https://www.instagram.com/opakdent_dis_poliklinigi?igsh=eXR5aGIwMHpoNmRq"
"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,"true","Çankaya, İstiklal Cd. No: 84/A, 33070 Akdeniz/Mersin, Türkiye","Private hospital","Dental clinic",,,,,,,,"Private hospital","6087531988572700416","Akdeniz","false","TR","0x1527f3466ed18ef1:0x547b421729b3ff00",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xziul4C8cO_oY-g9vr8C7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=324.38083&pitch=0&thumbfov=100","1","false","/g/11ljwqjl28","36.7982013","34.6259863","Çankaya","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 4442133",,"ChIJ8Y7RbkbzJxURAP-zKRdCe1Q","33070",,"88","63","62","0","1","0","0","2024-12-13T09:44:46.405Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7978381,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","İstiklal Cd. No: 84/A",,"false","Özel Çarşı İdealdent Ağız ve Diş Sağlığı Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20%C3%87ar%C5%9F%C4%B1%20%C4%B0dealdent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJ8Y7RbkbzJxURAP-zKRdCe1Q","http://www.mersinidealdent.com/"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Çağdaşkent, Mimar Sinan Blv. No:75, 33230 Toroslar/Mersin, Türkiye","Dental clinic","Dentist",,,,,,,,"Dental clinic","406286486900393407","Toroslar","false","TR","0x1527f39fbad392fd:0x5a36b6840bd45bf",,"https://lh5.googleusercontent.com/p/AF1QipO3fKV7rIt0V_ora_5YAuHTAx7l1TqM2ASr008c=w426-h240-k-no","15","false","/g/1tvyn_sr","36.8415164","34.6199021","Çağdaşkent","Monday","8:30 AM to 5 PM","Tuesday","8:30 AM to 5 PM","Wednesday","8:30 AM to 5 PM","Thursday","8:30 AM to 5 PM","Friday","8:30 AM to 5 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 324 224 15 65","+903242241565","ChIJ_ZLTup_zJxURv0W9QGhrowU","33230",,"6","99",,,,,,"2024-12-13T09:44:52.689Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8390975486533,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","Mimar Sinan Blv. No:75","Mersin Ağız Ve Diş Sağlığı Merkezi","false","Oral and Dental Health Center","2.9","https://www.google.com/maps/search/?api=1&query=Oral%20and%20Dental%20Health%20Center&query_place_id=ChIJ_ZLTup_zJxURv0W9QGhrowU","http://mersinadsh.saglik.gov.tr/"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Çağdaşkent, Fatih Sultan Mehmet Blv. 22 A, 33230 Toroslar/Mersin, Türkiye","Dental clinic","Hospital",,,,,,,,"Dental clinic","10300296509389548105","Toroslar","false","TR","0x1527f1aeebe47fe9:0x8ef2011a1b5c2a49",,"https://lh5.googleusercontent.com/p/AF1QipMTOyFd75G5fSgrDS8MGpgp5xXF1-pgs7LONgyk=w426-h240-k-no","3","false","/g/11jpgxxfmj","36.8415986","34.6192079","Çağdaşkent","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false","+90 324 224 15 65","+903242241565","ChIJ6X_k667xJxURSSpcGxoB8o4","33230",,"15","44",,,,,,"2024-12-13T09:44:52.689Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8390975486533,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","Fatih Sultan Mehmet Blv. 22 A",,"false","Mersin ağız ve diş sağlığı hastanesi","2.7","https://www.google.com/maps/search/?api=1&query=Mersin%20a%C4%9F%C4%B1z%20ve%20di%C5%9F%20sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20hastanesi&query_place_id=ChIJ6X_k667xJxURSSpcGxoB8o4","https://mersinism.saglik.gov.tr/TR,50524/mersin-agiz-ve-dis-sagligi-hastanesi.html"
"true",,,,,"true",,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,"Bahçelievler Mahallesi H. Okan Merzeci Bulvarı 1858 Sokak No:480, 33000 Yenişehir/Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","13139048498958866134","Yenişehir","true","TR","0x1527f3e5d0492ae1:0xb65746ff031296d6",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qsqUCorc2ADwKgkJfwlhag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.38069&pitch=0&thumbfov=100","1","false","/g/11tg615_97","36.8121992","34.6414626","Siteler",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJ4SpJ0OXzJxUR1pYSA_9GV7Y","33000",,"34","0",,,,,,"2024-12-13T09:44:54.495Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8115912495511,34.6298391,16z?hl=en","diş hekimleri","Mersin","Bahçelievler Mahallesi H. Okan Merzeci Bulvarı 1858 Sokak No:480",,"false","Dt. Ezgi Cesur, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Ezgi%20Cesur%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJ4SpJ0OXzJxUR1pYSA_9GV7Y","https://www.doktortakvimi.com/ezgi-cesur-2/dis-hekimi/mersin?utm_source=google&utm_medium=gmb&utm_campaign=268688&utm_content=website"
,,,"true",,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,"İsmet İnönü Blv. No:53 Merkon Sitesi B Blok, Kat 1, 33110 Yenişehir/Mersin, Türkiye","Dentist","Periodontist",,,,,,,,"Dentist","15610642047847570228","Yenişehir","false","TR","0x1527f3872d773e85:0xd8a4243bd9bb1b34",,"https://lh5.googleusercontent.com/p/AF1QipN2fV4Fv8cMeMRUUbyLOqRQt1LFUV_8tQjRVFiC=w408-h306-k-no","6","false","/g/11t5njk8g9","36.7835154","34.6132938","Palmiye","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 2:30 PM","Sunday","Closed","false","+90 324 325 10 50","+903243251050","ChIJhT53LYfzJxURNBu72TskpNg","33110",,"16","7",,,,,,"2024-12-13T09:44:54.649Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.7840849504489,34.612673920922454,16z?hl=en","diş hekimleri","Mersin","İsmet İnönü Blv. No:53 Merkon Sitesi B Blok, Kat 1",,"false","Dr. Murat Cömert - Diş Hekimi Periodontoloji Uzmanı","5","https://www.google.com/maps/search/?api=1&query=Dr.%20Murat%20C%C3%B6mert%20-%20Di%C5%9F%20Hekimi%20Periodontoloji%20Uzman%C4%B1&query_place_id=ChIJhT53LYfzJxURNBu72TskpNg","http://drmuratcomert.com/"
,"true",,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,,,,,"Bahçelievler Mahallesi H. Okan Merzeci Bulvarı 1858 Sokak No:480, 33140 Mersin, Türkiye","Dentist",,,,,,,,,"Dentist","18276717409623467109","Akdeniz","true","TR","0x1527f3a6f18d8931:0xfda3f1a65ccde465",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6-qbEQDUdCNy9QGckC0-sA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.8681&pitch=0&thumbfov=100","1","false","/g/11k3fbnd1x","36.8121033","34.6414795","Siteler",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJMYmN8abzJxURZeTNXKbxo_0","33140",,"38","0",,,,,,"2024-12-13T09:44:54.495Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.8115912495511,34.6298391,16z?hl=en","diş hekimleri","Mersin","Bahçelievler Mahallesi H. Okan Merzeci Bulvarı 1858 Sokak No:480",,"false","Dt. Hasret Börekçi Gündüz, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20Hasret%20B%C3%B6rek%C3%A7i%20G%C3%BCnd%C3%BCz%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJMYmN8abzJxURZeTNXKbxo_0","https://www.doktortakvimi.com/hasret-borekci-gunduz/dis-hekimi/mersin?utm_source=google&utm_medium=gmb&utm_campaign=255394&utm_content=website"
