"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible entrance","additionalInfo/Accessibility/0/Wheelchair-accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Assistive hearing loop","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible car park","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Assistive hearing loop","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible entrance","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible parking lot","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Accessibility/4/Assistive hearing loop","additionalInfo/Accessibility/4/Wheelchair-accessible toilet","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free multi-storey car park","additionalInfo/Parking/0/Free of charge street parking","additionalInfo/Parking/0/Free parking garage","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Free street parking","additionalInfo/Parking/0/On-site parking","additionalInfo/Parking/1/Free of charge street parking","additionalInfo/Parking/1/Free parking lot","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/On-site parking","additionalInfo/Parking/2/Free parking lot","additionalInfo/Parking/2/Free street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Parking/3/On-site parking","additionalInfo/Parking/4/Paid multi-storey car park","additionalInfo/Parking/4/Paid parking garage","additionalInfo/Parking/4/Paid street parking","additionalInfo/Parking/5/Paid parking lot","additionalInfo/Parking/6/Paid street parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/On-site services","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"İlker, İlker Cd. 121\A, 06450 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","10329298148382620062","Çankaya","false","TR","0x14d345b8126c37c7:0x8f5909f06172399e",,"https://lh5.googleusercontent.com/p/AF1QipMWB0jPw4zUmf8BABmn8UwX9nJhnbs4eM7oIdpt=w408-h544-k-no","5","false","/g/11tp9539l0","39.8657315","32.8374448","İlker","Monday","10 AM to 10 PM","Tuesday","10 AM to 10 PM","Wednesday","10 AM to 10 PM","Thursday","10 AM to 10 PM","Friday","10 AM to 10 PM","Saturday","11 AM to 11 PM","Sunday","Closed","false","+90 533 651 01 01","+905336510101","ChIJxzdsErhF0xQRnjlyYfAJWY8","06450",,"3","22",,,,,,"2024-12-13T09:41:36.979Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","İlker Cd. 121\A",,"false","Dt.Furkan Yasin Şen Dt.Elifnaz Oduncu Ağız ve Diş Sağlığı Muayenehanesi","5","https://www.google.com/maps/search/?api=1&query=Dt.Furkan%20Yasin%20%C5%9Een%20Dt.Elifnaz%20Oduncu%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Muayenehanesi&query_place_id=ChIJxzdsErhF0xQRnjlyYfAJWY8","https://www.doktorsitesi.com/furkan-yasin-sen/dis-hekimi/ankara"
,,,,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,"true",,,"Mustafa Kemal, Gündüzler Plaza, Şht. Öğretmen Şenay Aybüke Yalçın Cd. No:14 D:3, 06100 Çankaya/Ankara, Türkiye","Dental clinic","Community health centre","Cosmetic dentist","Dental implants periodontist","Dental implants provider","Dental radiology","Dentist","Oral surgeon","Orthodontist","Pain control clinic","Dental clinic","9258709546370101277","Çankaya","false","TR","0x14d3494c0a7b7fc9:0x807d8b4715e8701d",,"https://lh5.googleusercontent.com/p/AF1QipMeRsW85RaT8TY2XPpHMDZI2-hm4xV3l0o5ulpv=w408-h271-k-no","61","false","/g/11g_zfc1mc","39.9099087","32.768751","Mustafa Kemal","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+90 312 503 61 51","+903125036151","ChIJyX97CkxJ0xQRHXDoFUeLfYA","06100",,"4","86",,,,,,"2024-12-13T09:41:36.979Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Gündüzler Plaza, Şht. Öğretmen Şenay Aybüke Yalçın Cd. No:14 D:3",,"false","Özel Mustafa Kemal Ağız ve Diş Sağlığı Polikliniği / Implant Center Turkey Dental Clinic","4.7","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Mustafa%20Kemal%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi%20%2F%20Implant%20Center%20Turkey%20Dental%20Clinic&query_place_id=ChIJyX97CkxJ0xQRHXDoFUeLfYA","https://mustafakemaldis.com/"
,,,,,"true",,,,,,,,,,"true",,,,,,,,,"true",,,,,"true",,,,"true",,,,"true","true","true",,,,,,,,,,,,,,,,,,,,"true","true",,"İncek, Şehit Savcı Mehmet Selim Kiraz Bulvarı No:260E, 06770 Gölbaşı/Ankara, Türkiye","Dentist","Dental clinic","Endodontist","Oral surgeon","Orthodontist","Pediatric dentist","Prosthodontist",,,,"Dentist","11573868163150424423","Gölbaşı","false","TR","0x14d33fc864d0ca7f:0xa09ea3c5fdc8a967",,"https://lh5.googleusercontent.com/p/AF1QipOMCbRYD0w-nIXR56uUoHrUYsATQisJn-KjOCR4=w408-h271-k-no","61","false","/g/11rmxk4r_f","39.8146888","32.7151069","İncek","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 536 285 05 20","+905362850520","ChIJf8rQZMg_0xQRZ6nI_cWjnqA","06770",,"5","44",,,,,,"2024-12-13T09:41:36.979Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Şehit Savcı Mehmet Selim Kiraz Bulvarı No:260E",,"false","DENT İNCEK AĞIZ VE DİŞ SAĞLIĞI POLİKLİNİĞİ","4.8","https://www.google.com/maps/search/?api=1&query=DENT%20%C4%B0NCEK%20A%C4%9EIZ%20VE%20D%C4%B0%C5%9E%20SA%C4%9ELI%C4%9EI%20POL%C4%B0KL%C4%B0N%C4%B0%C4%9E%C4%B0&query_place_id=ChIJf8rQZMg_0xQRZ6nI_cWjnqA","https://dentincek.com/"
,,,,,"true",,,,,,,,,,"true",,,,,,,,,"true",,,,,"true",,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,"Karşıyaka, Haymana Yolu Blv. No:136/4, 06830 Gölbaşı/Ankara, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","1954778180799459960","Gölbaşı","false","TR","0x14d3414112fd9c19:0x1b20c466093c7278",,"https://lh5.googleusercontent.com/p/AF1QipNujGRR_vGTk1mI9TVKbBXzIyImnbtq6BatmfgG=w408-h544-k-no","11","false","/g/11sp96y76m","39.7967491","32.797306","Karşıyaka","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 8 PM","Sunday","9 AM to 4 PM","false","+90 312 484 44 88","+903124844488","ChIJGZz9EkFB0xQReHI8CWbEIBs","06830",,"6","35",,,,,,"2024-12-13T09:41:36.979Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Haymana Yolu Blv. No:136/4",,"false","Estedent Ağız Ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Estedent%20A%C4%9F%C4%B1z%20Ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJGZz9EkFB0xQReHI8CWbEIBs","https://estedentist.com.tr/"
,,,,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kızılcaşar, Bağlar Cd. No:15, 06830 Gölbaşı/Ankara, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","806513168643921667","Gölbaşı","false","TR","0x14d33f7565a88943:0xb314f742bb21703",,"https://lh5.googleusercontent.com/p/AF1QipPHmq74rcKafgkggY3abS0eyNxWBYWFlhLZHxv_=w408-h544-k-no","42","false","/g/11pl8h_2d0","39.8230597","32.7103676","Kızılcaşar","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+90 552 222 03 47","+905522220347","ChIJQ4moZXU_0xQRAxeyK3RPMQs","06830",,"7","306",,,,,,"2024-12-13T09:41:36.979Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Bağlar Cd. No:15",,"false","İncek Dentaltun Ağız ve Diş Sağlığı Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=%C4%B0ncek%20Dentaltun%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJQ4moZXU_0xQRAxeyK3RPMQs","http://www.dentaltun.com.tr/"
,,,,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,"true","true",,"true",,,,,,"true",,,,,,,,,,,,"true","true",,"Yaşamkent Mah. 3250 Cadde Ankabatı Dükkanları No:11, D:108, 06810 Çankaya/Ankara, Türkiye","Dental clinic","Dental hygienist","Dental implants provider","Dentist","Endodontist","Oral surgeon","Orthodontist","Pediatric dentist","Periodontist","Prosthodontist","Dental clinic","10069085765346183603","Çankaya","false","TR","0x14d33ea3309f6179:0x8bbc9427c066c9b3",,"https://lh5.googleusercontent.com/p/AF1QipOqNXRPVkLxDbe3qadn6UHty8mWVFE7WMhFWY-o=w408-h272-k-no","65","false","/g/11f3xqlcgd","39.8641635","32.6383556","Yaşamkent","Monday","10 AM to 7 PM","Tuesday","10 AM to 7 PM","Wednesday","10 AM to 7 PM","Thursday","10 AM to 7 PM","Friday","10 AM to 7 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+90 312 217 01 00","+903122170100","ChIJeWGfMKM-0xQRs8lmwCeUvIs","06810",,"8","308",,,,,,"2024-12-13T09:41:36.979Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Yaşamkent Mah. 3250 Cadde Ankabatı Dükkanları No:11, D:108",,"false","Fildent Ağız ve Diş Sağlığı Polikliniği","4.8","https://www.google.com/maps/search/?api=1&query=Fildent%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJeWGfMKM-0xQRs8lmwCeUvIs","https://www.fildent.com.tr/"
,,,,,,"true",,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,"true","true",,"İlkbahar, Turan Güneş Blv. NO: 65/A, 06550 Çankaya/Ankara, Türkiye","Dental clinic","Dental hygienist","Dental implants periodontist","Dental radiology","Dentist","Medical office","Oral surgeon","Teeth whitening service",,,"Dental clinic","4681403175633198986","Çankaya","false","TR","0x14d34532e15319a9:0x40f7af6296009f8a",,"https://lh5.googleusercontent.com/p/AF1QipN6C2Z2g2NIqDYaFXPxV7D-SzORpjJvpNuAtjvE=w426-h240-k-no","31","false","/g/11nx16vb5q","39.8653014","32.8581883","İlkbahar","Monday","8:30 AM to 10 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 10 PM","Thursday","8:30 AM to 7 PM","Friday","8:30 AM to 10 PM","Saturday","8:30 AM to 7 PM","Sunday","Closed","false","+90 312 490 24 90","+903124902490","ChIJqRlT4TJF0xQRip8AlmKv90A","06550",,"9","105",,,,,,"2024-12-13T09:41:36.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Turan Güneş Blv. NO: 65/A",,"false","Dentura Ağız Diş Sağlığı, Ortodonti, Çene Cerrahisi İmplant Uygulama & Estetik Diş Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=Dentura%20A%C4%9F%C4%B1z%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%2C%20Ortodonti%2C%20%C3%87ene%20Cerrahisi%20%C4%B0mplant%20Uygulama%20%26%20Estetik%20Di%C5%9F%20Poliklini%C4%9Fi&query_place_id=ChIJqRlT4TJF0xQRip8AlmKv90A","http://www.dentura.com.tr/"
,,,,,"true",,,,,,,,,,"true",,,,,,,,,"true",,,,,"true",,,,"true",,,,"true","true","true",,"true",,,,,,"true",,,,,,,,,,,,"true","true",,"Aydınlar, Sokullu Mehmet Paşa Cd. No:173, 06460 Çankaya/Ankara, Türkiye","Dental clinic","Dental implants provider","Dental radiology","Orthodontist","Pediatric dentist","Prosthodontist",,,,,"Dental clinic","12772848507598093340","Çankaya","false","TR","0x14d3459a2d8145a7:0xb142460b51433c1c",,"https://lh5.googleusercontent.com/p/AF1QipOZw4fFRPhexNGGfWnzZJ6Uh3baPs56zInd6bZs=w408-h544-k-no","58","false","/g/11fqttry0d","39.8747396","32.8325226","Aydınlar","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","Closed","false","+90 552 598 15 15","+905525981515","ChIJp0WBLZpF0xQRHDxDUQtGQrE","06460",,"10","429",,,,,,"2024-12-13T09:41:36.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Sokullu Mehmet Paşa Cd. No:173",,"false","EKİNOKS Ağız ve Diş Sağlığı Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=EK%C4%B0NOKS%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJp0WBLZpF0xQRHDxDUQtGQrE","http://www.ekinoksdis.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,,,"Oran Mahallesi, Kudüs Caddesi Park Oran Ofis, Daire No:54, Kat:16, 06450 Çankaya/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","5582832722450243612","Çankaya","false","TR","0x14d34f2d38fd297f:0x4d7a34c82e12e01c",,"https://lh5.googleusercontent.com/p/AF1QipN1h7T1Pjcm0lqdKD7KFxcW9CqKzaXKISv_nXa4=w426-h240-k-no","33","false","/g/11fl0zg5mt","39.8481577","32.835293","Oran","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 3 PM","Sunday","Closed","false","+90 530 667 48 93","+905306674893","ChIJfyn9OC1P0xQRHOASLsg0ek0","06450",,"11","26",,,,,,"2024-12-13T09:41:36.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Oran Mahallesi, Kudüs Caddesi Park Oran Ofis, Daire No:54, Kat:16",,"false","Dt.Hatice Betül Saylar","5","https://www.google.com/maps/search/?api=1&query=Dt.Hatice%20Bet%C3%BCl%20Saylar&query_place_id=ChIJfyn9OC1P0xQRHOASLsg0ek0","http://www.dentalestetikcenter.com/"
,,,,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,"true",,,,,,,,,,,,,,,,,,,,"true",,,"Ahlatlıbel, 1902. Sk. No:44 D:1, 06805 Çankaya/Ankara, Türkiye","Dental clinic","Dental implants provider","Dental radiology","Dentist","Denture care center","Endodontist","Health and beauty shop","Orthodontist","Pediatric dentist","Teeth whitening service","Dental clinic","4835678047689668142","Çankaya","false","TR","0x14d34141aa20d963:0x431bc79058b2762e",,"https://lh5.googleusercontent.com/p/AF1QipM5yyLuqNzRFpIBSpxVjr1NA_xgdQp6-CkAEvA0=w426-h240-k-no","22","false","/g/11mvvfc6wq","39.8323256","32.7505831","Ahlatlıbel","Monday","10 AM to 5 PM","Tuesday","10:30 AM to 5 PM","Wednesday","10:30 AM to 5 PM","Thursday","10:30 AM to 5 PM","Friday","10:30 AM to 5 PM","Saturday","10:30 AM to 5 PM","Sunday","Closed","false","+90 553 958 84 67","+905539588467","ChIJY9kgqkFB0xQRLnayWJDHG0M","06805",,"12","27",,,,,,"2024-12-13T09:41:36.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","1902. Sk. No:44 D:1",,"false","Diş Hekimi Hande Sevinçer Emre","4.8","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Hande%20Sevin%C3%A7er%20Emre&query_place_id=ChIJY9kgqkFB0xQRLnayWJDHG0M","https://www.handesevinceremre.com/"
,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"İncek, Kızılcaşar Mahallesi, Başlar Cd. 1/3, 06830 Gölbaşı/Ankara, Türkiye","Dentist",,,,,,,,,,"Dentist","10416003052171943324","Gölbaşı","true","TR","0x14d33f9ce910f8a9:0x908d1396f017dd9c",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FXr0zS7WLYefqtW-J666Ew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.35555&pitch=0&thumbfov=100","1","false","/g/11j7xyq0z3","39.8125048","32.7111311","İncek",,,,,,,,,,,,,,,"false","+90 506 094 66 96","+905060946696","ChIJqfgQ6Zw_0xQRnN0X8JYTjZA","06830",,"13","6",,,,,,"2024-12-13T09:41:36.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Kızılcaşar Mahallesi, Başlar Cd. 1/3",,"false","Dt. Deniz Kaya,incek Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Deniz%20Kaya%2Cincek%20Di%C5%9F%20Hekimi&query_place_id=ChIJqfgQ6Zw_0xQRnN0X8JYTjZA","https://www.doktortakvimi.com/deniz-kaya-5/dis-hekimi/ankara?utm_source=google&utm_medium=gmb&utm_campaign=231154&utm_content=website"
,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"Alacaatlı, Sierra Yaşamkent, Mehmet Rifat Börekçi No: 35B / C, 06810 Çankaya/Ankara, Türkiye","Dental clinic","Dentist",,,,,,,,,"Dental clinic","1640863341475417757","Çankaya","false","TR","0x14d33fa9c0803323:0x16c58483f19a4e9d",,"https://lh5.googleusercontent.com/p/AF1QipPIX4DcXhGUPVHP5TuwM_oQtBkIrvMug6UarIl_=w408-h271-k-no","6","false","/g/11svmt632l","39.8542116","32.6468794","Alacaatlı","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 312 503 55 56","+903125035556","ChIJIzOAwKk_0xQRnU6a8YOExRY","06810",,"14","17",,,,,,"2024-12-13T09:41:36.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Sierra Yaşamkent, Mehmet Rifat Börekçi No: 35B / C",,"false","Drn Dental Ağız ve Diş Sağlığı Polikliniği","5","https://www.google.com/maps/search/?api=1&query=Drn%20Dental%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJIzOAwKk_0xQRnU6a8YOExRY","https://drndental.com/"
,,,,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mustafa Kemal, Şht. Öğretmen Şenay Aybüke Yalçın Cd. no:7 D:2, 06530 Çankaya/Ankara, Türkiye","Dentist","Dental clinic",,,,,,,,,"Dentist","17285344017003382500","Çankaya","false","TR","0x14d34fd212d3325b:0xefe1e0cd41e906e4",,"https://lh5.googleusercontent.com/p/AF1QipMalWCcRGpEO9iFKCjfytdS8eVsj-9uZEfuLHdU=w408-h544-k-no","23","false","/g/11t5tpv4vz","39.9104512","32.7663496","Mustafa Kemal","Monday","9 AM to 6 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 312 219 49 94","+903122194994","ChIJWzLTEtJP0xQR5AbpQc3g4e8","06530",,"17","66",,,,,,"2024-12-13T09:41:36.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.616552758705524,32.75995799882587,13z?hl=en","diş hekimleri","Ankara","Şht. Öğretmen Şenay Aybüke Yalçın Cd. no:7 D:2",,"false","Diş hekimi ilke iyimen","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20hekimi%20ilke%20iyimen&query_place_id=ChIJWzLTEtJP0xQR5AbpQc3g4e8","https://www.doktortakvimi.com/ilke-iyimen/dis-hekimi/ankara?utm_source=google&utm_medium=gmb&utm_campaign=260842&utm_content=post_book_now"
,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true","Mustafa Kemal, Mahall Ankara, Dumlupınar Blv. no:274-7/29 B Blok, 06800, 06530 Çankaya/Ankara, Türkiye","Dental clinic","Dentist","Oral surgeon",,,,,,,,"Dental clinic","6659485273001260895","Çankaya","false","TR","0x14d34756227b3caf:0x5c6b3e92842f775f",,"https://lh5.googleusercontent.com/p/AF1QipMpJ7bs_Ip1mSfzrk0y_bZVcXRwuKRc9MIBsjkn=w408-h306-k-no","41","false","/g/11rsm4l3cz","39.9077423","32.7540686","Mustafa Kemal","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","10 AM to 7 PM","Sunday","Closed","false","+90 530 690 72 92","+905306907292","ChIJrzx7IlZH0xQRX3cvhJI-a1w","06530",,"6","40",,,,,,"2024-12-13T09:41:39.851Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@40.553701530355866,32.4931894662753,13z?hl=en","diş hekimleri","Ankara","Mahall Ankara, Dumlupınar Blv. no:274-7/29 B Blok, 06800","Dr. Dt. Tolga Kodaz, Diş Hekimi","false","Dr. Tolga Kodaz Diş Kliniği","4.8","https://www.google.com/maps/search/?api=1&query=Dr.%20Tolga%20Kodaz%20Di%C5%9F%20Klini%C4%9Fi&query_place_id=ChIJrzx7IlZH0xQRX3cvhJI-a1w","https://www.doktortakvimi.com/tolga-kodaz/agiz-dis-ve-cene-cerrahisi-agiz-yuz-ve-cene-cerrahisi-dis-hekimi/ankara"
,,,,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,"true",,,"Seyran Mah Ankara Cad Yıldırım Apt B Blok No 94/B, 06860 Haymana/Ankara, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","4961926747891643990","Haymana","false","TR","0x14d3af83e2088c1d:0x44dc4e1679973656",,"https://lh5.googleusercontent.com/p/AF1QipO-WqgKP7kkMZ3sImuPm8GT9WBfeSXn_hBW43uX=w408-h461-k-no","31","false","/g/11qqpgp0lz","39.4337745","32.4969248","Kayabaşı","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","12 to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 530 608 72 94","+905306087294","ChIJHYwI4oOv0xQRVjaXeRZO3EQ","06860",,"1","19",,,,,,"2024-12-13T09:41:41.128Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@39.40829747611656,32.4931894662753,13z?hl=en","diş hekimleri","Ankara","Seyran Mah Ankara Cad Yıldırım Apt B Blok No 94/B",,"false","Özel Haymana ağız ve diş sağlığı polikliniği","4.4","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Haymana%20a%C4%9F%C4%B1z%20ve%20di%C5%9F%20sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20poliklini%C4%9Fi&query_place_id=ChIJHYwI4oOv0xQRVjaXeRZO3EQ","http://www.ozeldogaladispoliklinigi.com/"
