"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/0/Wheelchair-accessible car park","additionalInfo/Accessibility/0/Wheelchair-accessible toilet","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair-accessible entrance","additionalInfo/Accessibility/1/Wheelchair-accessible toilet","additionalInfo/Accessibility/2/Wheelchair accessible entrance","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible seating","additionalInfo/Accessibility/2/Wheelchair-accessible toilet","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair-accessible toilet","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Gender-neutral toilets","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Toilets","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Toilets","additionalInfo/Children/0/Nursing room","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Parking/0/Free parking lot","additionalInfo/Parking/0/Paid parking garage","additionalInfo/Parking/1/Free street parking","additionalInfo/Parking/1/Paid street parking","additionalInfo/Parking/2/On-site parking","additionalInfo/Planning/0/Appointment required","additionalInfo/Service options/0/Onsite services","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","kgmid","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,"true",,"Ulus, Mehmet Akif Cd. No:50/A, 07025 Kepez/Antalya, Türkiye","Dental clinic","Dental laboratory",,,,,,,,,"Dental clinic","6897352441900123795","Kepez","false","TR","0x14c38fc3e09f50cb:0x5fb851808e214693",,"https://lh5.googleusercontent.com/p/AF1QipPPMdwob8H2I2pQH43tNmDskA7dq2GqEyNU1t1H=w408-h293-k-no","54","false","/g/1yg4fhyj1","36.911496","30.684689","Ulus","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 7 PM","Sunday","Closed","false","+90 545 526 66 02","+905455266602","ChIJy1Cf4MOPwxQRk0YhjoBRuF8","07025",,"17","650",,,,,,"2024-12-13T09:44:35.345Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.91404714807618,30.668693972132623,16z?hl=en","diş hekimleri","Antalya","Mehmet Akif Cd. No:50/A",,"false","Özel Atalya Ağız ve Diş Sağlığı Polikliniği","4.8","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20Atalya%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJy1Cf4MOPwxQRk0YhjoBRuF8","http://www.atalyadis.com/"
,,"true",,,,,,,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Fabrikalar, 3002. Sk. No:34, 07090 Kepez/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","17531932554876057381","Kepez","true","TR","0x14c38f5bba95d62f:0xf34defc53f7e7725",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wYg5N9u6srPcakRwcrqFzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.12762&pitch=0&thumbfov=100","1","false","/g/11jgy1ql5n","36.9094622","30.679078","Fabrikalar",,,,,,,,,,,,,,,"false",,,"ChIJL9aVuluPwxQRJXd-P8XvTfM","07090",,"19","0",,,,,,"2024-12-13T09:44:35.345Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.91404714807618,30.668693972132623,16z?hl=en","diş hekimleri","Antalya","3002. Sk. No:34",,"false","Dt. İrem Beceren, Diş Hekimi",,"https://www.google.com/maps/search/?api=1&query=Dt.%20%C4%B0rem%20Beceren%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJL9aVuluPwxQRJXd-P8XvTfM","https://www.doktortakvimi.com/irem-beceren/dis-hekimi/antalya?utm_source=google&utm_medium=gmb&utm_campaign=242387&utm_content=website"
,"true",,,,,,,,"true",,,,,,,"true",,,,,,,"true",,,,"true",,,,,,,,,"true",,"TÜRKİYE FİNANS BANKASI ÜZERİ, Ulus MAHALLESİ M. ERTEN İŞ MERKEZİ, Namık Kemal Bl. NO:14/5 D:3.KAT, 07025 Kepez/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","1570495514135412219","Kepez","false","TR","0x14c38fc04438d6e9:0x15cb85596962bdfb",,"https://lh5.googleusercontent.com/p/AF1QipNbFdX3agH7aDlVlUaBEWGVfH_-ZquZSPNCA2DR=w408-h544-k-no","7","false","/g/11bycgchx2","36.9077193","30.681624","Ulus","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 242 344 21 21","+902423442121","ChIJ6dY4RMCPwxQR-71iaVmFyxU","07025",,"34","4","4","0","0","0","0","2024-12-13T09:44:36.486Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.91404714807618,30.668693972132623,16z?hl=en","diş hekimleri","Antalya","TÜRKİYE FİNANS BANKASI ÜZERİ, Ulus MAHALLESİ M. ERTEN İŞ MERKEZİ, Namık Kemal Bl. NO:14/5 D:3.KAT",,"false","Diş Hekimi Hasan Gemici","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Hasan%20Gemici&query_place_id=ChIJ6dY4RMCPwxQR-71iaVmFyxU","http://www.hasangemici.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,"true",,,,,"true",,,,,"true",,,,,,"true",,"Zafer, Mehmet Akif Cd. No:127, 07025 Kepez/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","10463318243427773323","Kepez","false","TR","0x14c38fc6a10153ab:0x91352c815f606b8b",,"https://lh5.googleusercontent.com/p/AF1QipMt9rfGxwDnlCze6-351W0dMmIUQC9J_e4uCK2b=w408-h544-k-no","25","false","/g/11y2ctjsw2","36.915278","30.692126","Zafer","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 242 325 83 83","+902423258383","ChIJq1MBocaPwxQRi2tgX4EsNZE","07025",,"10","33",,,,,,"2024-12-13T09:44:42.063Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.91404714807618,30.685859086066312,16z?hl=en","diş hekimleri","Antalya","Mehmet Akif Cd. No:127",,"false","Özel Gülşen Çetin Ağız ve Diş Sağlığı Polikliniği","4.9","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20G%C3%BCl%C5%9Fen%20%C3%87etin%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJq1MBocaPwxQRi2tgX4EsNZE","http://www.gulsencetindent.com/"
,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,"true",,"true","true",,,,,,,,"Özgürlük, Mehmet Akif Cd. Keskin Apt No:32 D:7, 07200 Kepez/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","1960052954746888240","Kepez","false","TR","0x14c38fc472579291:0x1b3381c70ca4a030",,"https://lh5.googleusercontent.com/p/AF1QipNcKS7kMblSCV29UHmUA-uf4PMFanbn4tY5XKbw=w408-h725-k-no","3","false","/g/1td82qg5","36.912749","30.687299","Özgürlük","Monday","9 AM to 5 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 5 PM","Thursday","9 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","Closed","Sunday","Closed","false","+90 532 396 60 06","+905323966006","ChIJkZJXcsSPwxQRMKCkDMeBMxs","07200",,"14","28",,,,,,"2024-12-13T09:44:42.063Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.91404714807618,30.685859086066312,16z?hl=en","diş hekimleri","Antalya","Mehmet Akif Cd. Keskin Apt No:32 D:7","Diş Hekimi Hesna Kösen","false","Dr. Hesna Kosen","3.8","https://www.google.com/maps/search/?api=1&query=Dr.%20Hesna%20Kosen&query_place_id=ChIJkZJXcsSPwxQRMKCkDMeBMxs","http://www.firmasec.com/firma/rdfbcz-dr-hesna-kosen/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,"true",,"Özgürlük, Mithat Paşa Cd. No:87/A, 07025 Kepez/Antalya, Türkiye","Dental clinic",,,,,,,,,,"Dental clinic","18282511813936122519","Kepez","false","TR","0x14c38f1814683e0b:0xfdb887a13f8b8a97",,"https://lh5.googleusercontent.com/p/AF1QipPX4HKXjn7UD0gZkl0B2Y1KAEwaFj3fxSVCW7LE=w408-h272-k-no","12","false","/g/11rcnw51kw","36.9149674","30.6865641","Özgürlük","Monday","8:30 AM to 7 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 7 PM","Thursday","8:30 AM to 7 PM","Friday","8:30 AM to 7 PM","Saturday","8:30 AM to 4 PM","Sunday","Closed","false","+90 542 130 03 83","+905421300383","ChIJCz5oFBiPwxQRl4qLP6GHuP0","07025",,"34","91","87","0","3","1","0","2024-12-13T09:44:45.069Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.91404714807618,30.685859086066312,16z?hl=en","diş hekimleri","Antalya","Mithat Paşa Cd. No:87/A",,"false","Aspendos Ağız ve Diş Sağlığı Polikliniği","4.8","https://www.google.com/maps/search/?api=1&query=Aspendos%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Poliklini%C4%9Fi&query_place_id=ChIJCz5oFBiPwxQRl4qLP6GHuP0","https://aspendosdental.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Yeni Mahalle, Sakarya Blv. no: 281, 07090 Kepez/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","9986402170538541284","Kepez","false","TR","0x14c38f540ac5cdc7:0x8a96d3dd2723c0e4",,"https://lh5.googleusercontent.com/p/AF1QipML2EOdO8iAeBFyfETfFtAudGbfwnKiF821ZMbi=w408-h544-k-no","3","false","/g/11vrf0ll25","36.9187202","30.7002277","Yeni Mahalle",,,,,,,,,,,,,,,"false","+90 850 333 8344","+908503338344","ChIJx83FClSPwxQR5MAjJ93Tloo","07090",,"39","7","7","0","0","0","0","2024-12-13T09:44:45.069Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.91404714807618,30.685859086066312,16z?hl=en","diş hekimleri","Antalya","Sakarya Blv. no: 281",,"false","Dt. Merve Akalın Karataş, Diş Hekimi","5","https://www.google.com/maps/search/?api=1&query=Dt.%20Merve%20Akal%C4%B1n%20Karata%C5%9F%2C%20Di%C5%9F%20Hekimi&query_place_id=ChIJx83FClSPwxQR5MAjJ93Tloo","https://www.doktortakvimi.com/merve-akalin-karatas/dis-hekimi/antalya?utm_source=google&utm_medium=gmb&utm_campaign=277922&utm_content=website"
,"true",,,,,,,,"true",,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,"true",,"Yeşilbahçe Mah. Metin Kasapoğlu Cad. 1446 Sk No:21 Gökhan İş Merkezi B Blok Kat:1 Daire:2, 07160 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","1848263696156780316","Muratpaşa","false","TR","0x14c39b96c6f65d2d:0x19a65a0a04ace71c",,"https://lh5.googleusercontent.com/p/AF1QipMwv04Uyu3p-Taq7WPVM1gbkypRCeMT6-dbJaoD=w408-h306-k-no","9","false","/g/11srbmjsnj","36.8709036","30.7197821","Yeşilbahçe","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 242 312 80 90","+902423128090","ChIJLV32xpabwxQRHOesBApaphk","07160",,"2","103",,,,,,"2024-12-13T09:44:45.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.7030242,16z?hl=en","diş hekimleri","Antalya","Yeşilbahçe Mah. Metin Kasapoğlu Cad. 1446 Sk No:21 Gökhan İş Merkezi B Blok Kat:1 Daire:2",,"false","Prof. Dr. Sıddık Malkoç Ortodonti Kliniği","5","https://www.google.com/maps/search/?api=1&query=Prof.%20Dr.%20S%C4%B1dd%C4%B1k%20Malko%C3%A7%20Ortodonti%20Klini%C4%9Fi&query_place_id=ChIJLV32xpabwxQRHOesBApaphk","http://www.smortodonti.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"Yeşilbahçe, Metin Kasapoğlu Cd. No:21/6, 07160 Muratpaşa/Antalya, Türkiye","Dentist","Dental clinic","Dental implants periodontist",,,,,,,,"Dentist","15375783622717364410","Muratpaşa","false","TR","0x14c39b189aa14053:0xd561c1bd8f5658ba",,"https://lh5.googleusercontent.com/p/AF1QipN-2CrPyZyy9K3XRKiPwuytw77M0Wl4D6_K6Jyn=w408-h272-k-no","23","false","/g/11ql_3615m","36.8709993","30.7197718","Yeşilbahçe","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9:30 AM to 7 PM","Sunday","Closed","false","+90 538 975 76 23","+905389757623","ChIJU0ChmhibwxQRulhWj73BYdU","07160",,"3","39",,,,,,"2024-12-13T09:44:45.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.7030242,16z?hl=en","diş hekimleri","Antalya","Metin Kasapoğlu Cd. No:21/6",,"false","Ortodent Dental Clinic","5","https://www.google.com/maps/search/?api=1&query=Ortodent%20Dental%20Clinic&query_place_id=ChIJU0ChmhibwxQRulhWj73BYdU","https://ortodentclinic.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,"Yeşilbahçe, Metin Kasapoğlu Cd. No:44 K:1 D:7, 07160 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","6141932091208386711","Muratpaşa","false","TR","0x14c39aa2c7b50aff:0x553c86b2130c4897",,"https://lh5.googleusercontent.com/p/AF1QipOTeGl1lZdv4GkH4qRZb1xWWLLagRCiEtz5K_xz=w408-h272-k-no","4","false","/g/11c2pn0ccp","36.8681897","30.7224737","Yeşilbahçe","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 242 316 64 44","+902423166444","ChIJ_wq1x6KawxQRl0gME7KGPFU","07160",,"4","3",,,,,,"2024-12-13T09:44:45.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.7030242,16z?hl=en","diş hekimleri","Antalya","Metin Kasapoğlu Cd. No:44 K:1 D:7",,"false","Diş Hekimi Yasemin Eski Erdoğan","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Yasemin%20Eski%20Erdo%C4%9Fan&query_place_id=ChIJ_wq1x6KawxQRl0gME7KGPFU","http://www.laradis.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,"Yeşilbahçe Mah. Mustafa Parlak Apt. 43/A, Lara Cd., Muratpaşa/Antalya, Türkiye","Dentist","Dental clinic",,,,,,,,,"Dentist","968695529521669969","Muratpaşa","false","TR","0x14c39aa3b46f8e5d:0xd717f73a4a5e751",,"https://lh5.googleusercontent.com/p/AF1QipOMVftO_1VuWP0Ah19O6-Qbz99KNwe3E1amUvCW=w520-h240-k-no","13","false","/g/1ptz6hv5l","36.8676001","30.7215229","Yeşilbahçe","Monday","9 AM to 5 PM","Tuesday","9 AM to 5 PM","Wednesday","9 AM to 5 PM","Thursday","9 AM to 5 PM","Friday","9 AM to 5 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 242 313 16 16","+902423131616","ChIJXY5vtKOawxQRUeelpHN_cQ0",,,"5","19",,,,,,"2024-12-13T09:44:45.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.7030242,16z?hl=en","diş hekimleri","Antalya","Yeşilbahçe Mah. Mustafa Parlak Apt. 43/A, Lara Cd.","ASKlinik Ağız ve Diş Sağlığı Kliniği","false","asklinik Dental Health Clinic","5","https://www.google.com/maps/search/?api=1&query=asklinik%20Dental%20Health%20Clinic&query_place_id=ChIJXY5vtKOawxQRUeelpHN_cQ0","http://www.asklinik.com.tr/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,,,"true",,,,,"true",,,,,,,,"Kültür, 3822. Sk. No:6, 07090 Kepez/Antalya, Türkiye","Dentist","Dental clinic",,,,,,,,,"Dentist","11486728568097225433","Kepez","false","TR","0x14c391d68847f429:0x9f690ec5fcc43ad9",,"https://lh5.googleusercontent.com/p/AF1QipM3GOICeo0lS0EPtbUIIsOhEqNAEZx8Ak1NYS6r=w408-h271-k-no","39","false","/g/11c4bpwlzb","36.901884","30.659404","Kültür","Monday","9 AM to 7 PM","Tuesday","9 AM to 7 PM","Wednesday","9 AM to 7 PM","Thursday","9 AM to 7 PM","Friday","9 AM to 7 PM","Saturday","9 AM to 5 PM","Sunday","Closed","false","+90 242 243 38 47","+902422433847","ChIJKfRHiNaRwxQR2TrE_MUOaZ8","07090",,"1","256",,,,,,"2024-12-13T09:44:46.173Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.651528858198933,16z?hl=en","diş hekimleri","Antalya","3822. Sk. No:6",,"false","Özel IDH Süleyman Mert Ağız ve Diş Sağlığı Merkezi - Antalya Diş Hekimi - Antalya Dentist","4.7","https://www.google.com/maps/search/?api=1&query=%C3%96zel%20IDH%20S%C3%BCleyman%20Mert%20A%C4%9F%C4%B1z%20ve%20Di%C5%9F%20Sa%C4%9Fl%C4%B1%C4%9F%C4%B1%20Merkezi%20-%20Antalya%20Di%C5%9F%20Hekimi%20-%20Antalya%20Dentist&query_place_id=ChIJKfRHiNaRwxQR2TrE_MUOaZ8","http://www.idh.com.tr/"
,"true",,,,,,,,"true",,,,,,,"true",,,,,,,,,"true",,,,,"true",,,,,,"true",,"Yeşilbahçe, Zafer Apt No:25/3, Metin Kasapoğlu Cd., 07230 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","14765524216454188863","Muratpaşa","false","TR","0x14c39aa3bbb725f7:0xcce9ae0b342e0f3f",,"https://lh5.googleusercontent.com/p/AF1QipMlaBWFIerzb-_AxOGlhlvcD3wXnVUf6H-7gfoP=w408-h306-k-no","14","false","/g/11g9nlhngm","36.870768","30.719933","Yeşilbahçe","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","Closed","false","+90 506 198 35 10","+905061983510","ChIJ9yW3u6OawxQRPw8uNAuu6cw","07230",,"6","34",,,,,,"2024-12-13T09:44:45.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.7030242,16z?hl=en","diş hekimleri","Antalya","Zafer Apt No:25/3, Metin Kasapoğlu Cd.",,"false","Uzm. Dr. Cansu Bilginer Kılıç Diş Hekimi / Protez Uzmanı","4.9","https://www.google.com/maps/search/?api=1&query=Uzm.%20Dr.%20Cansu%20Bilginer%20K%C4%B1l%C4%B1%C3%A7%20Di%C5%9F%20Hekimi%20%2F%20Protez%20Uzman%C4%B1&query_place_id=ChIJ9yW3u6OawxQRPw8uNAuu6cw","http://cansubilginer.com/"
,"true",,,,,,,,"false",,,,,,,,,,,,,,,,"true",,,,,,,,,,,"true",,"Yeşilbahçe Mah. Metin Kasapoğlu Cad, Sevgi Apt No:3 D:1, 07160 Muratpaşa, Türkiye","Dentist","Dental clinic",,,,,,,,,"Dentist","9172127620055356394","Muratpaşa","false","TR","0x14c39aa3eaa37dad:0x7f49f17973f2d3ea",,"https://lh5.googleusercontent.com/p/AF1QipNp7yZX6uF7KvrZRQp57uQqomvmXpe9fp3mZqvH=w408-h328-k-no","5","false","/g/1vj1b18h","36.873063","30.718847","Yeşilbahçe","Monday","10 AM to 6:30 PM","Tuesday","10 AM to 6:30 PM","Wednesday","10 AM to 6:30 PM","Thursday","10 AM to 6:30 PM","Friday","10 AM to 6:30 PM","Saturday","10 AM to 12 PM","Sunday","Closed","false","+90 242 321 78 78","+902423217878","ChIJrX2j6qOawxQR6tPyc3nxSX8","07160",,"8","68",,,,,,"2024-12-13T09:44:45.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.7030242,16z?hl=en","diş hekimleri","Antalya","Yeşilbahçe Mah. Metin Kasapoğlu Cad, Sevgi Apt No:3 D:1",,"false","Diş Hekimi Murat Özbıyık","4.9","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Murat%20%C3%96zb%C4%B1y%C4%B1k&query_place_id=ChIJrX2j6qOawxQR6tPyc3nxSX8","http://www.muratdishekimi.com/"
,"true",,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,"true",,,,,,,,,"true",,"Metin Kasapoğlu cd. No:71 Yeşilbahçe mah. Arkadaş apt, Kat: 1, 07160 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","17599255053023033581","Muratpaşa","false","TR","0x14c39abd86eabef5:0xf43d1d39d2efb8ed",,"https://lh5.googleusercontent.com/p/AF1QipNzLElqRO80UX4WfYduvWKUgmW0AWHoMRaLU2XG=w480-h240-k-no","20","false","/g/113gs9cjv","36.866012","30.726969","Yeşilbahçe","Monday","8:30 AM to 6 PM","Tuesday","8:30 AM to 7 PM","Wednesday","8:30 AM to 6 PM","Thursday","8:30 AM to 6 PM","Friday","8:30 AM to 6 PM","Saturday","8:30 AM to 3 PM","Sunday","Closed","false","+90 242 316 44 70","+902423164470","ChIJ9b7qhr2awxQR7bjv0jkdPfQ","07160",,"9","48",,,,,,"2024-12-13T09:44:45.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.7030242,16z?hl=en","diş hekimleri","Antalya","Metin Kasapoğlu cd. No:71 Yeşilbahçe mah. Arkadaş apt, Kat: 1",,"false","Diş Hekimi Adnan Adalı","4.8","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Adnan%20Adal%C4%B1&query_place_id=ChIJ9b7qhr2awxQR7bjv0jkdPfQ","http://www.adnanadali.com/"
,"true",,,,,,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Yeşilbahçe Mah. 1451.Sok. No:2 Hakkı Uzunoğlu Apt, K:1 D:8, 07160 Muratpaşa/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","16510298750575065684","Muratpaşa","false","TR","0x14c39aa2c484249b:0xe5205d3d039a3a54",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eXRnUrXVTOrHqhzHhjQPww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.37967&pitch=0&thumbfov=100","2","false","/g/1tj0m6pt","36.8733549","30.718945","Yeşilbahçe","Monday","9 AM to 6:30 PM","Tuesday","9 AM to 6:30 PM","Wednesday","9 AM to 6:30 PM","Thursday","9 AM to 5:30 PM","Friday","9 AM to 6:30 PM","Saturday","9 AM to 2:30 PM","Sunday","Closed","false","+90 242 311 11 61","+902423111161","ChIJmySExKKawxQRVDqaAz1dIOU","07160",,"10","22",,,,,,"2024-12-13T09:44:45.980Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.85909845192381,30.7030242,16z?hl=en","diş hekimleri","Antalya","Yeşilbahçe Mah. 1451.Sok. No:2 Hakkı Uzunoğlu Apt, K:1 D:8",,"false","Diş Hekimi Tevfik Bağdatlıoğlu","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Tevfik%20Ba%C4%9Fdatl%C4%B1o%C4%9Flu&query_place_id=ChIJmySExKKawxQRVDqaAz1dIOU","http://www.dentistantalya.net/"
,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,"Pınarpaşı mah Atatürk bulvarı 702 sokak no:19 kat :2 daire: 4, 07070 Konyaaltı/Antalya, Türkiye","Dentist",,,,,,,,,,"Dentist","14126931372172548570","Konyaaltı","false","TR","0x14c3901c18ae64ef:0xc40cf13c3caa99da",,"https://lh5.googleusercontent.com/p/AF1QipMKnqvd8YYkvl9BwjML9MDJZI6y4GDKDenecbnt=w408-h408-k-no","20","false","/g/11f3n9ss71","36.880789","30.652839","Pınarbaşı","Monday","9:30 AM to 5 PM","Tuesday","9:30 AM to 5 PM","Wednesday","9:30 AM to 5 PM","Thursday","9:30 AM to 5 PM","Friday","9:30 AM to 5 PM","Saturday","9:30 AM to 3 PM","Sunday","Closed","false","+90 242 248 48 66","+902422484866","ChIJ72SuGByQwxQR2pmqPDzxDMQ","07070",,"11","25",,,,,,"2024-12-13T09:44:46.174Z","https://www.google.com/maps/search/di%C5%9F%20hekimleri/@36.90030997403809,30.651528858198933,16z?hl=en","diş hekimleri","Antalya","Pınarpaşı mah Atatürk bulvarı 702 sokak no:19 kat :2 daire: 4",,"false","Diş Hekimi Engin Gökbayrak","5","https://www.google.com/maps/search/?api=1&query=Di%C5%9F%20Hekimi%20Engin%20G%C3%B6kbayrak&query_place_id=ChIJ72SuGByQwxQR2pmqPDzxDMQ","http://www.dtengingokbayrak.com/"
